,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
249,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2022-06-03 21:49:38.000000,2022-05-04 03:24:14,243,21.0,1682.0,123.0,32.0,86.0,97.0,10451,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",15.0,29,True,2022-05-04 02:44:42,0.35.2,100.0,vit-pytorch,,,,['pytorch'],120.0,120.0,https://pypi.org/project/vit-pytorch,23090.0,23090.0,,,,,,,,2.0,,,,,,,,,,,,,,,
250,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2022-06-16 09:13:24.000000,2022-06-16 09:13:24,4166,577.0,464.0,76.0,678.0,160.0,615.0,7456,"Wrap UIs around any model, share with anyone.",81.0,29,True,2022-05-17 15:21:52,3.0,8.0,gradio,,,,,1.0,1.0,https://pypi.org/project/gradio,198977.0,198977.0,,,,,,,,2.0,,,,,,,,,,,,,,,
251,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-05-26 20:30:40.000000,2021-05-08 20:05:36,292,,1919.0,278.0,70.0,259.0,429.0,7062,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,29,False,2021-01-04 19:24:41,essentials-v5,10.0,imageai,conda-forge/imageai,,,,1115.0,1115.0,https://pypi.org/project/imageai,10656.0,25972.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,2954.0,,,,,2.0,759431.0,,,,,,,,,,,,,,
252,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-06-16 02:43:58.000000,2022-06-13 18:03:41,1030,69.0,795.0,159.0,1299.0,165.0,637.0,6219,An open source python library for automated feature engineering.,65.0,29,True,2022-06-10 15:21:07,1.9.2,100.0,featuretools,conda-forge/featuretools,,,,,,https://pypi.org/project/featuretools,145625.0,147734.0,https://anaconda.org/conda-forge/featuretools,2022-06-13 13:11:23.318,88584.0,,,,,2.0,,,,,,,,,,,,,,,
253,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2022-06-16 10:10:35.000000,2022-06-16 10:09:15,790,107.0,884.0,136.0,105.0,73.0,973.0,6066,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,87.0,29,False,2022-04-28 16:15:23,0.6.2,11.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],211.0,211.0,https://pypi.org/project/pytorch3d,14435.0,15997.0,https://anaconda.org/pytorch3d/pytorch3d,2022-04-28 15:25:00.343,48428.0,,,,,2.0,,,,,,,,,,,,,,,
254,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2022-06-16 14:23:09.000000,2022-06-16 12:15:34,30942,257.0,1870.0,396.0,6151.0,,,5851,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",226.0,29,True,,,,h2o,,,,,,,https://pypi.org/project/h2o,440439.0,440439.0,,,,,,,,2.0,,,,,,,,,,,,,,,
255,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-01-23 02:08:30.000000,2021-09-23 22:14:27,3201,,1331.0,190.0,780.0,24.0,422.0,5517,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",128.0,29,True,2021-07-24 08:48:41,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],327.0,327.0,https://pypi.org/project/cleverhans,1246.0,1379.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,3205.0,,,,,2.0,,,,,,,,,,,,,,,
256,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2022-05-23 13:10:46.000000,2019-11-11 22:14:54,308,,1284.0,211.0,156.0,7.0,227.0,5280,Deep Reinforcement Learning for Keras.,40.0,29,False,2018-05-01 14:27:32,0.4.2,8.0,keras-rl,,,,['tensorflow'],585.0,585.0,https://pypi.org/project/keras-rl,2318.0,2318.0,,,,,,,,1.0,,,,,,,,,,,,,,,
257,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2021-12-26 17:08:51.000000,2020-07-15 13:46:58,1184,,1368.0,307.0,290.0,133.0,265.0,4440,Portfolio and risk analytics in Python.,56.0,29,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,420.0,420.0,https://pypi.org/project/pyfolio,6167.0,6333.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,8663.0,,,,,2.0,,,,,,,,,,,,,,,
258,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2022-06-16 13:20:47.000000,2022-06-15 20:42:15,779,45.0,423.0,39.0,527.0,164.0,320.0,4180,A python library for easy manipulation and forecasting of time series.,53.0,29,True,2022-04-13 19:15:28,0.19.0,29.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,68.0,68.0,https://pypi.org/project/u8darts,5860.0,6375.0,https://anaconda.org/conda-forge/u8darts-all,2022-04-14 09:14:30.260,5592.0,https://hub.docker.com/r/unit8/darts,2022-04-13 19:39:52.387591,,340.0,2.0,,,,,,,,,,,,,,,
259,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-06-15 13:27:13.000000,2022-06-15 13:15:14,1394,34.0,535.0,61.0,1513.0,109.0,955.0,3979,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,173.0,29,True,2022-05-04 20:24:44,0.4.9,20.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],,,https://pypi.org/project/pytorch-ignite,172546.0,174419.0,https://anaconda.org/pytorch/ignite,2022-05-04 20:29:56.200,89917.0,,,,,3.0,,,,,,,,,,,,,,,
260,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-06-15 16:31:06.000000,2022-04-03 20:16:49,722,10.0,369.0,39.0,115.0,40.0,144.0,3301,Data augmentation for NLP.,30.0,29,True,2021-12-25 02:49:58,1.1.10,24.0,nlpaug,conda-forge/nlpaug,,,,347.0,347.0,https://pypi.org/project/nlpaug,66908.0,67092.0,https://anaconda.org/conda-forge/nlpaug,2021-12-25 16:31:39.772,2209.0,,,,,2.0,,,,,,,,,,,,,,,
261,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,MIT,2012-08-24 16:14:59.000,2022-05-07 09:43:39.000000,2022-02-09 19:43:12,605,,109.0,73.0,63.0,12.0,118.0,3251,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,29,True,2021-08-23 21:02:05,6.0.3,11.0,ftfy,conda-forge/ftfy,,,,5931.0,5931.0,https://pypi.org/project/ftfy,1747497.0,1750181.0,https://anaconda.org/conda-forge/ftfy,2022-03-13 19:47:23.479,166450.0,,,,,2.0,,,,,,,,,,,,,,,
262,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2022-06-13 19:25:43.000000,2022-06-13 19:25:43,415,9.0,464.0,113.0,73.0,13.0,89.0,2821,Module for automatic summarization of text documents and HTML pages.,22.0,29,True,2022-04-21 21:59:07,0.10.0,14.0,sumy,conda-forge/sumy,,,,1279.0,1279.0,https://pypi.org/project/sumy,22637.0,22731.0,https://anaconda.org/conda-forge/sumy,2022-04-22 07:57:30.389,1138.0,,,,,2.0,,,,,,,,,,,,,,,
263,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2022-06-16 01:40:10.000000,2022-06-10 22:24:13,3184,249.0,528.0,48.0,785.0,112.0,792.0,2671,"Serve, optimize and scale PyTorch models in production.",116.0,29,True,2022-05-16 20:02:45,0.6.0,14.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],,,https://pypi.org/project/torchserve,22185.0,55159.0,https://anaconda.org/pytorch/torchserve,2022-05-13 21:22:14.370,24441.0,https://hub.docker.com/r/pytorch/torchserve,2022-06-11 00:31:40.041478,12.0,1022905.0,2.0,1805.0,,,,,,,,,,,,,,
264,Acme,deepmind/acme,reinforcement-learning,,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2022-06-16 11:15:55.000000,2022-06-16 11:15:26,935,165.0,333.0,73.0,43.0,24.0,171.0,2662,A library of reinforcement learning components and agents.,70.0,29,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],81.0,81.0,https://pypi.org/project/dm-acme,5012.0,5146.0,https://anaconda.org/conda-forge/dm-acme,2021-12-09 14:52:24.765,2548.0,,,,,1.0,,,,,,,,,,,,,,,
265,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-05-18 19:05:58.000000,2021-08-24 19:11:38,840,,495.0,103.0,1039.0,232.0,296.0,2418,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,29,True,2020-08-13 19:16:27,0.10.0,15.0,gluonnlp,,,,['mxnet'],841.0,841.0,https://pypi.org/project/gluonnlp,91859.0,91859.0,,,,,,,,2.0,,,,,,,,,,,,,,,
266,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2022-05-30 10:24:06.000000,2022-05-25 09:55:55,1696,7.0,392.0,45.0,343.0,21.0,327.0,2251,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,29,True,2022-04-02 15:26:25,3.3.3,58.0,foolbox,conda-forge/foolbox,,,,298.0,298.0,https://pypi.org/project/foolbox,2438.0,2709.0,https://anaconda.org/conda-forge/foolbox,2021-04-30 19:06:43.853,6240.0,,,,,2.0,,,,,,,,,,,,,,,
267,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-06-13 14:54:03.000000,2022-06-13 14:54:03,1583,2.0,275.0,60.0,135.0,83.0,184.0,2154,A machine learning toolkit dedicated to time-series data.,38.0,29,True,2021-08-16 07:09:52,0.5.2,21.0,tslearn,conda-forge/tslearn,,,['sklearn'],504.0,504.0,https://pypi.org/project/tslearn,98229.0,103302.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,258723.0,,,,,2.0,,,,,,,,,,,,,,,
268,TFX,tensorflow/tfx,data-pipelines,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2022-06-16 06:52:51.000000,2022-06-15 20:10:41,4296,140.0,564.0,86.0,4184.0,222.0,533.0,1777,TFX is an end-to-end platform for deploying production ML pipelines.,140.0,29,True,2022-05-25 23:32:49,1.8.0,77.0,tfx,,,,['tensorflow'],,,https://pypi.org/project/tfx,335263.0,335263.0,,,,,,,,2.0,,,,,,,,,,,,,,,
269,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2022-06-13 10:44:08.000000,2022-06-09 05:40:19,3537,15.0,173.0,53.0,1252.0,98.0,648.0,1743,Ahead of Time compiler for numeric kernels.,66.0,29,True,,,24.0,pythran,conda-forge/pythran,,,,152.0,152.0,https://pypi.org/project/pythran,339649.0,344539.0,https://anaconda.org/conda-forge/pythran,2022-04-10 10:43:10.231,239615.0,,,,,2.0,,,,,,,,,,,,,,pythran,python-pythran
270,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2022-06-15 14:17:11.000000,2022-06-15 14:17:11,441,61.0,188.0,43.0,410.0,118.0,173.0,1655,Algorithms for explaining machine learning models.,18.0,29,True,2022-05-18 11:35:00,0.7.0,25.0,alibi,,,,,176.0,176.0,https://pypi.org/project/alibi,23663.0,23663.0,,,,,,,,2.0,,,,,,,,,,,,,,,
271,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2022-05-04 23:34:17.279000,2021-11-09 18:12:47,178,,215.0,54.0,58.0,77.0,168.0,1643,A Python wrapper for the tesseract-ocr API.,26.0,29,True,2021-06-19 21:08:11,2.5.2,13.0,tesserocr,conda-forge/tesserocr,,,,666.0,666.0,https://pypi.org/project/tesserocr,62344.0,64631.0,https://anaconda.org/conda-forge/tesserocr,2022-05-04 23:34:17.279,73207.0,,,,,2.0,,,,,,,,,,,,,,,
272,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-02-01 14:45:02.000000,2021-03-24 13:03:31,240,,320.0,57.0,64.0,84.0,78.0,1618,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,29,False,2021-03-24 13:05:21,3.3.1,5.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],3585.0,3585.0,https://pypi.org/project/pyldavis,815771.0,816621.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,40847.0,,,,,2.0,,,,,,,,,,,,,,,
273,lightning-flash,PyTorchLightning/lightning-flash,pytorch-utils,,https://github.com/Lightning-AI/lightning-flash,https://github.com/Lightning-AI/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2022-06-12 17:36:41.000000,2022-06-06 11:14:01,906,63.0,163.0,34.0,839.0,21.0,438.0,1479,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,70.0,29,True,2022-05-11 18:16:51,0.7.5,22.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],85.0,85.0,https://pypi.org/project/lightning-flash,7146.0,7371.0,https://anaconda.org/conda-forge/lightning-flash,2022-05-12 00:02:28.024,2258.0,,,,,1.0,,,Lightning-AI/lightning-flash,,,,,,,,,,,,
274,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2022-06-15 21:51:51.000000,2022-06-15 21:51:51,3542,87.0,886.0,137.0,835.0,29.0,411.0,1323,Documentation and samples for ArcGIS API for Python.,80.0,29,True,2022-06-01 17:24:30,2.0.1,31.0,arcgis,,esridocker/arcgis-api-python-notebook,,,,,https://pypi.org/project/arcgis,71420.0,71566.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,2022-06-06 11:26:10.139398,34.0,7035.0,3.0,3670.0,,,,,,,,,,,,,,
275,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2022-06-15 12:13:19.000000,2022-06-15 12:11:28,1282,49.0,157.0,14.0,34.0,10.0,165.0,1244,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,15.0,29,True,2022-06-15 12:13:19,0.4.0,70.0,explainerdashboard,conda-forge/explainerdashboard,,,,110.0,110.0,https://pypi.org/project/explainerdashboard,41615.0,42568.0,https://anaconda.org/conda-forge/explainerdashboard,2022-02-15 19:55:55.299,17164.0,,,,,2.0,,,,,,,,,,,,,,,
276,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2022-06-09 23:33:46.000000,2022-06-09 23:33:44,1161,47.0,232.0,71.0,91.0,15.0,49.0,1160,Model analysis tools for TensorFlow.,43.0,29,True,2022-05-16 03:23:38,0.39.0,49.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,770968.0,770968.0,,,,,,,,2.0,,,,,,,,,,,,,,,
277,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-03-02 09:28:56.000000,2021-07-15 17:22:49,1466,,136.0,42.0,125.0,10.0,630.0,1092,A Python data analysis library that is optimized for humans instead of machines.,49.0,29,True,,,5.0,agate,conda-forge/agate,,,,959.0,959.0,https://pypi.org/project/agate,3735972.0,3737290.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,84400.0,,,,,2.0,,,,,,,,,,,,,,,
278,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2022-06-16 07:32:54.000000,2022-06-16 01:15:24,1401,49.0,151.0,20.0,644.0,104.0,375.0,932,Clean APIs for data cleaning. Python implementation of R package Janitor.,104.0,29,True,2022-05-03 04:09:24,0.23.1,50.0,pyjanitor,conda-forge/pyjanitor,,,,186.0,186.0,https://pypi.org/project/pyjanitor,27810.0,30187.0,https://anaconda.org/conda-forge/pyjanitor,2021-11-22 17:28:45.154,121247.0,,,,,2.0,,,,,,,,,,,,,,,
279,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,,2011-04-06 02:51:33.000,2022-06-14 16:05:39.000000,2022-06-14 16:05:38,3089,32.0,221.0,46.0,259.0,60.0,240.0,891,"OpenCL integration for Python, plus shiny features.",92.0,29,False,2022-05-19 17:03:52,2022.1.5,44.0,pyopencl,conda-forge/pyopencl,,,,753.0,753.0,https://pypi.org/project/pyopencl,59804.0,68938.0,https://anaconda.org/conda-forge/pyopencl,2022-05-29 17:22:07.724,621178.0,,,,,2.0,,,,,,,,,,,,,,,
280,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2022-06-06 15:39:53.000000,2022-06-06 15:25:17,804,7.0,223.0,39.0,492.0,201.0,244.0,808,Scalable Machine Learning with Dask.,75.0,29,True,2022-05-27 14:17:08,2022.5.27,27.0,dask-ml,conda-forge/dask-ml,,,,628.0,628.0,https://pypi.org/project/dask-ml,107474.0,113446.0,https://anaconda.org/conda-forge/dask-ml,2022-05-27 20:11:18.984,334461.0,,,,,2.0,,,,,,,,,,,,,,,
281,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2022-06-15 20:40:34.000000,2022-06-15 20:40:33,782,35.0,122.0,46.0,68.0,25.0,120.0,639,Library for exploring and validating machine learning data.,24.0,29,True,2022-05-16 07:40:43,1.8.0,37.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",490.0,490.0,https://pypi.org/project/tensorflow-data-validation,2561034.0,2561042.0,,,,,,,,3.0,364.0,,,,,,,,,,,,,,
282,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2022-06-09 13:47:06.000000,2022-06-09 12:26:04,620,43.0,86.0,12.0,83.0,47.0,54.0,628,A Python nearest neighbor descent for approximate nearest neighbors.,20.0,29,True,2022-05-14 02:50:28,0.5.7,19.0,pynndescent,conda-forge/pynndescent,,,,1726.0,1726.0,https://pypi.org/project/pynndescent,3082278.0,3100887.0,https://anaconda.org/conda-forge/pynndescent,2022-05-15 21:11:06.816,669928.0,,,,,2.0,,,,,,,,,,,,,,,
283,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2022-06-16 12:24:07.000000,2020-01-31 13:06:18,347,,3425.0,586.0,368.0,396.0,432.0,12689,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,28,False,,,,baselines,,,,,398.0,398.0,https://pypi.org/project/baselines,1532.0,1532.0,,,,,,,,2.0,,,,,,,,,,,,,,,
284,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2022-04-27 09:26:40.000000,2021-07-17 22:17:12,2385,,2622.0,553.0,199.0,,,8860,Python Backtesting library for trading strategies.,52.0,28,False,,,,backtrader,,,,,1072.0,1072.0,https://pypi.org/project/backtrader,13629.0,13629.0,,,,,,,,2.0,,,,,,,,,,,,,,,
285,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2022-04-26 15:13:58.000000,2022-04-26 15:13:58,550,1.0,2163.0,220.0,209.0,100.0,367.0,8832,A little word cloud generator in Python.,65.0,28,True,2018-07-26 17:23:44,1.5.0,9.0,wordcloud,conda-forge/wordcloud,,,,,,https://pypi.org/project/wordcloud,774074.0,778232.0,https://anaconda.org/conda-forge/wordcloud,2021-11-15 20:34:05.364,291088.0,,,,,3.0,,,,,,,,,,,,,,,
286,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2022-06-16 04:57:53.000000,2022-06-16 04:57:53,1002,57.0,960.0,94.0,422.0,553.0,420.0,6416,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,94.0,28,True,,,1.0,,conda-forge/nvidia-apex,,,['pytorch'],1058.0,1058.0,,,2787.0,https://anaconda.org/conda-forge/nvidia-apex,2022-04-06 03:11:02.383,89184.0,,,,,2.0,,,,,,,,,,,,,,,
287,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic,https://github.com/numenta/nupic,AGPL-3.0,2013-04-05 23:14:27.000,2021-03-25 21:39:47.000000,2019-10-23 20:45:07,6625,,1559.0,631.0,2110.0,451.0,1338.0,6297,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",121.0,28,False,2018-06-01 15:12:12,1.0.5,47.0,nupic,,,,,109.0,109.0,https://pypi.org/project/nupic,2193.0,2193.0,,,,,,,,3.0,,,,,,,,,,,,,,,
288,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2022-06-14 02:33:48.000000,2022-06-14 02:33:48,2303,606.0,1249.0,154.0,175.0,54.0,350.0,5578,FinRL: The first open-source project for financial reinforcement learning. Please star.,67.0,28,True,,,,finrl,,,,,12.0,12.0,https://pypi.org/project/finrl,265.0,265.0,,,,,,,,2.0,,,,,,,,,,,,,,,
289,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2022-06-13 03:01:48.000000,2022-06-02 16:55:26,3148,8.0,784.0,135.0,522.0,43.0,938.0,5232,Python library for audio and music analysis.,97.0,28,True,2022-02-15 23:13:49,0.9.1,34.0,librosa,conda-forge/librosa,,,,,,https://pypi.org/project/librosa,916418.0,923110.0,https://anaconda.org/conda-forge/librosa,2022-02-15 23:33:02.381,475143.0,,,,,2.0,,,,,,,,,,,,,,,
