,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
223,AutoGluon,awslabs/autogluon,hyperopt,,https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2022-09-08 03:41:09.000000,2022-09-07 23:28:39,1095.0,190.0,619.0,88.0,1212.0,161.0,586.0,4788.0,"AutoGluon: AutoML for Image, Text, and Tabular Data.",87.0,30,True,2022-07-29 00:05:50,0.5.2,21.0,autogluon,,['mxnet'],,33970.0,165.0,165.0,https://pypi.org/project/autogluon,33970.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
224,huey,coleifer/huey,data-pipelines,,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000,2022-08-18 13:05:04.000000,2022-08-18 13:04:55,946.0,5.0,343.0,83.0,164.0,,518.0,4190.0,a little task queue for python.,66.0,30,True,2021-11-28 15:46:21,2.4.2,44.0,huey,conda-forge/huey,,,86154.0,986.0,986.0,https://pypi.org/project/huey,85665.0,https://anaconda.org/conda-forge/huey,2019-10-16 15:34:27.487,25922.0,2.0,,,,,,,,,,,,,,,,,,,,
225,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-08-26 04:12:42.305000,2022-01-27 13:24:16,139.0,,983.0,151.0,108.0,88.0,77.0,4174.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,30,True,,,3.0,imutils,conda-forge/imutils,,,344375.0,27528.0,27528.0,https://pypi.org/project/imutils,341814.0,https://anaconda.org/conda-forge/imutils,2022-08-26 04:12:42.305,99893.0,2.0,,,,,,,,,,,,,,,,,,,,
226,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2022-09-08 13:32:08.000000,2022-09-08 11:59:45,28278.0,264.0,1412.0,180.0,1815.0,31.0,1421.0,4069.0,mlpack: a scalable C++ machine learning library --.,290.0,30,False,2020-10-28 16:27:07,3.4.2,40.0,mlpack,conda-forge/mlpack,,,2913.0,,,https://pypi.org/project/mlpack,680.0,https://anaconda.org/conda-forge/mlpack,2021-11-09 18:05:21.719,111690.0,3.0,,,,,,,,,,,,,,,,,,,,
227,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-09-07 09:30:00.000000,2022-09-07 09:18:58,1456.0,70.0,542.0,59.0,1578.0,111.0,982.0,4038.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,178.0,30,True,2022-09-05 11:15:09,0.4.10,21.0,pytorch-ignite,pytorch/ignite,['pytorch'],,136008.0,,,https://pypi.org/project/pytorch-ignite,133999.0,https://anaconda.org/pytorch/ignite,2022-09-05 11:20:52.451,102508.0,3.0,,,,,,,,,,,,,,,,,,,,
228,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-09-08 02:30:32.000000,2022-09-08 02:30:32,620.0,17.0,294.0,66.0,218.0,46.0,431.0,3621.0,Visualizer for pandas data structures.,27.0,30,True,2022-08-07 19:29:08,2.7.1,112.0,dtale,conda-forge/dtale,"['pandas', 'jupyter']",,115425.0,476.0,476.0,https://pypi.org/project/dtale,110590.0,https://anaconda.org/conda-forge/dtale,2022-08-07 22:53:15.855,149896.0,2.0,,,,,,,,,,,,,,,,,,,,
229,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2022-09-08 09:58:57.000000,2022-09-07 01:25:59,954.0,21.0,355.0,214.0,636.0,96.0,289.0,3403.0,Model interpretability and understanding for PyTorch.,89.0,30,True,2022-03-04 00:37:56,0.5.0,7.0,captum,conda-forge/captum,['pytorch'],,51713.0,673.0,673.0,https://pypi.org/project/captum,51385.0,https://anaconda.org/conda-forge/captum,2022-03-04 22:07:02.170,2953.0,1.0,,,,,,,,,,,,,,,,,,,,
230,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2022-09-06 23:52:36.000000,2022-09-06 23:52:36,1231.0,25.0,2144.0,2052.0,491.0,278.0,1034.0,3386.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,61.0,30,True,2019-08-29 17:25:28,80469,28.0,azureml-sdk,,,465.0,1644401.0,,,https://pypi.org/project/azureml-sdk,1644392.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
231,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-09-06 12:53:22.000000,2022-09-02 15:04:23,3536.0,16.0,438.0,106.0,954.0,211.0,360.0,3346.0,Plotting library for IPython/Jupyter notebooks.,59.0,30,True,2022-09-02 15:03:28,0.12.36,58.0,bqplot,conda-forge/bqplot,['jupyter'],,105834.0,35.0,35.0,https://pypi.org/project/bqplot,82856.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1031296.0,2.0,,bqplot,https://www.npmjs.com/package/bqplot,9409.0,,,,,,,,,,,,,,,,
232,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2022-08-14 17:11:48.000000,2022-08-14 17:11:42,3272.0,1.0,672.0,187.0,732.0,259.0,665.0,3316.0,DyNet: The Dynamic Neural Network Toolkit.,159.0,30,True,2020-10-21 13:39:07,2.1.2,9.0,dyNET,,,7028.0,19543.0,220.0,220.0,https://pypi.org/project/dyNET,19445.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
233,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2022-09-08 11:34:31.000000,2022-09-03 17:39:50,1161.0,60.0,706.0,263.0,1214.0,226.0,450.0,3076.0,Data loaders and abstractions for text and NLP.,135.0,30,True,2022-08-05 22:18:59,0.13.1,20.0,torchtext,,['pytorch'],,331665.0,,,https://pypi.org/project/torchtext,331665.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
234,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2022-08-30 17:13:08.000000,2022-08-26 19:23:20,423.0,12.0,473.0,112.0,76.0,16.0,91.0,2914.0,Module for automatic summarization of text documents and HTML pages.,23.0,30,True,2022-04-21 21:59:07,0.10.0,14.0,sumy,conda-forge/sumy,,,18940.0,1376.0,1376.0,https://pypi.org/project/sumy,18793.0,https://anaconda.org/conda-forge/sumy,2022-04-22 07:57:30.389,2215.0,2.0,,,,,,,,,,,,,,,,,,,,
235,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2022-09-03 09:02:27.000000,2022-09-02 20:19:46,966.0,24.0,427.0,106.0,613.0,271.0,707.0,2844.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",131.0,30,True,2022-02-22 22:36:08,5.2,28.0,coremltools,conda-forge/coremltools,,4414.0,77802.0,1029.0,1029.0,https://pypi.org/project/coremltools,76153.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,36268.0,1.0,,,,,,,,,,,,,,,,,,,,
236,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2022-09-08 13:31:40.000000,2022-09-07 19:10:41,930.0,46.0,325.0,49.0,320.0,60.0,226.0,2514.0,NeuralProphet: A simple forecasting package.,29.0,30,True,2022-03-22 02:30:23,0.3.2,12.0,neuralprophet,,['pytorch'],,74299.0,115.0,115.0,https://pypi.org/project/neuralprophet,74299.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
237,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-08-30 14:53:09.000000,2021-08-24 19:11:38,840.0,,493.0,100.0,1041.0,234.0,296.0,2440.0,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,30,False,2020-08-13 19:16:27,0.10.0,15.0,gluonnlp,,['mxnet'],,154330.0,932.0,932.0,https://pypi.org/project/gluonnlp,154330.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
238,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2022-09-08 12:58:00.000000,2022-09-07 23:48:54,2115.0,38.0,615.0,81.0,184.0,127.0,439.0,2341.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",124.0,30,True,,,,tf-agents,,['tensorflow'],,242241.0,893.0,893.0,https://pypi.org/project/tf-agents,242241.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
239,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2022-07-29 13:00:12.000000,2022-05-25 09:55:55,1696.0,,399.0,45.0,344.0,21.0,331.0,2299.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,30,True,2022-04-02 15:26:25,3.3.3,58.0,foolbox,conda-forge/foolbox,,,20361.0,322.0,322.0,https://pypi.org/project/foolbox,20074.0,https://anaconda.org/conda-forge/foolbox,2021-04-30 19:06:43.853,7471.0,2.0,,,,,,,,,,,,,,,,,,,,
240,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2022-09-04 14:29:19.000000,2022-08-27 09:04:20,10363.0,28.0,351.0,58.0,2556.0,899.0,1948.0,2266.0,"With Holoviews, your data visualizes itself.",123.0,30,True,2022-07-11 12:41:38,1.15.0,66.0,holoviews,conda-forge/holoviews,['jupyter'],,381029.0,,,https://pypi.org/project/holoviews,368746.0,https://anaconda.org/conda-forge/holoviews,2022-07-07 21:07:13.582,864436.0,2.0,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,909.0,,,,,,,,,,,,,,,,
241,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2022-08-23 16:40:20.000000,2022-08-23 16:40:20,957.0,8.0,388.0,55.0,119.0,282.0,159.0,2236.0,A high performance implementation of HDBSCAN clustering.,80.0,30,True,2022-02-08 17:15:41,0.8.28.wheels,40.0,hdbscan,conda-forge/hdbscan,['sklearn'],,470149.0,1521.0,1521.0,https://pypi.org/project/hdbscan,453689.0,https://anaconda.org/conda-forge/hdbscan,2022-02-11 21:21:32.499,1218105.0,2.0,,,,,,,,,,,,,,,,,,,,
242,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-09-06 17:16:19.000000,2022-08-26 13:40:12,1585.0,3.0,292.0,59.0,140.0,89.0,186.0,2233.0,A machine learning toolkit dedicated to time-series data.,39.0,30,True,2021-08-16 07:09:52,0.5.2,21.0,tslearn,conda-forge/tslearn,['sklearn'],,110222.0,573.0,573.0,https://pypi.org/project/tslearn,104933.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,285632.0,2.0,,,,,,,,,,,,,,,,,,,,
243,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2022-08-23 16:43:29.000000,2022-08-23 16:43:29,402.0,18.0,275.0,48.0,66.0,26.0,101.0,2215.0,A python library for decision tree visualization and model interpretation.,21.0,30,True,2022-07-08 19:37:21,1.3.7,26.0,dtreeviz,conda-forge/dtreeviz,,,99438.0,469.0,469.0,https://pypi.org/project/dtreeviz,98494.0,https://anaconda.org/conda-forge/dtreeviz,2022-07-07 22:50:51.782,20787.0,1.0,,,,,,,,,,,,,,,,,,,,
244,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2022-09-08 14:31:13.000000,2022-08-26 17:37:49,2555.0,53.0,256.0,30.0,472.0,22.0,198.0,2076.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",53.0,30,True,2022-08-14 16:26:58,0.3.7,13.0,textattack,conda-forge/textattack,,,4075.0,94.0,94.0,https://pypi.org/project/textattack,3917.0,https://anaconda.org/conda-forge/textattack,2021-06-29 21:16:15.345,3801.0,2.0,,,,,,,,,,,,,,,,,,,,
245,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2022-09-06 12:30:12.000000,2022-09-06 12:12:03,1187.0,54.0,239.0,39.0,237.0,16.0,104.0,1967.0,Shapash makes Machine Learning models transparent and understandable by everyone.,34.0,30,True,2022-09-06 12:30:12,2.1.0,18.0,shapash,,['jupyter'],,24784.0,83.0,83.0,https://pypi.org/project/shapash,24784.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
246,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2022-09-06 20:31:09.000000,2022-09-06 20:31:06,378.0,50.0,298.0,32.0,373.0,16.0,177.0,1950.0,Platform agnostic sliced/tiled inference + interactive ui + error analysis plots.,17.0,30,True,2022-09-04 08:12:00,0.10.5,69.0,sahi,conda-forge/sahi,,4809.0,78104.0,122.0,122.0,https://pypi.org/project/sahi,76485.0,https://anaconda.org/conda-forge/sahi,2022-09-04 14:02:20.562,15030.0,2.0,,,,,,,,,,,,,,,,,,,,
247,TFX,tensorflow/tfx,data-pipelines,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2022-09-08 11:41:15.000000,2022-09-08 10:40:23,4465.0,173.0,588.0,86.0,4406.0,200.0,580.0,1816.0,TFX is an end-to-end platform for deploying production ML pipelines.,149.0,30,True,2022-08-02 20:41:16,1.9.1,81.0,tfx,,['tensorflow'],,384396.0,,,https://pypi.org/project/tfx,384396.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
248,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2022-09-07 18:13:01.000000,2022-07-19 16:04:14,3552.0,15.0,174.0,53.0,1260.0,107.0,651.0,1787.0,Ahead of Time compiler for numeric kernels.,66.0,30,True,,,24.0,pythran,conda-forge/pythran,,,367697.0,231.0,231.0,https://pypi.org/project/pythran,362613.0,https://anaconda.org/conda-forge/pythran,2022-07-31 22:41:48.286,264400.0,2.0,,,,,,,,,,,,,,,,,,,pythran,python-pythran
249,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-06-22 04:24:13.000000,2021-03-24 13:03:31,240.0,,327.0,57.0,65.0,85.0,78.0,1639.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,30,False,2021-03-24 13:05:21,3.3.1,5.0,pyldavis,conda-forge/pyldavis,['jupyter'],,635440.0,3842.0,3842.0,https://pypi.org/project/pyldavis,634520.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,46937.0,1.0,,,,,,,,,,,,,,,,,,,,
250,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2022-09-07 17:53:59.000000,2022-09-07 17:53:54,323.0,17.0,206.0,49.0,257.0,147.0,143.0,1431.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,38.0,30,True,2022-07-12 23:32:26,0.7.1,14.0,tensorflow-recommenders,,['tensorflow'],,606468.0,138.0,138.0,https://pypi.org/project/tensorflow-recommenders,606468.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
251,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2022-09-07 00:26:18.000000,2022-09-07 00:21:25,998.0,24.0,160.0,57.0,184.0,25.0,240.0,1220.0,A full spaCy pipeline and models for scientific/biomedical documents.,24.0,30,True,2022-09-07 00:26:19,0.5.1,8.0,scispacy,,,,23102.0,505.0,505.0,https://pypi.org/project/scispacy,23102.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
252,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2022-08-29 23:17:05.000000,2022-08-27 14:52:13,1199.0,18.0,109.0,25.0,66.0,33.0,191.0,1167.0,Statistical package in Python based on Pandas.,33.0,30,False,2022-06-24 18:07:38,0.5.2,37.0,pingouin,conda-forge/pingouin,,,174803.0,693.0,693.0,https://pypi.org/project/pingouin,173292.0,https://anaconda.org/conda-forge/pingouin,2022-06-24 21:24:35.163,67997.0,2.0,,,,,,,,,,,,,,,,,,,,
253,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-07-01 12:06:11.000000,2021-07-15 17:22:49,1466.0,,137.0,42.0,126.0,11.0,630.0,1104.0,A Python data analysis library that is optimized for humans instead of machines.,49.0,30,False,,,5.0,agate,conda-forge/agate,,,1587556.0,1112.0,1112.0,https://pypi.org/project/agate,1586166.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,93185.0,2.0,,,,,,,,,,,,,,,,,,,,
254,petl,petl-developers/petl,data-pipelines,,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000,2022-08-22 00:25:07.600000,2022-08-21 18:57:30,1257.0,3.0,174.0,50.0,185.0,75.0,367.0,1050.0,Python Extract Transform and Load Tables of Data.,55.0,30,True,2022-08-21 19:09:06,1.7.11,43.0,petl,conda-forge/petl,,,307716.0,804.0,804.0,https://pypi.org/project/petl,305980.0,https://anaconda.org/conda-forge/petl,2022-08-22 00:25:07.600,125012.0,2.0,http://petl.readthedocs.org,,,,,,,,,,,,,,,,,,,
255,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2022-09-08 13:20:51.000000,2022-09-06 16:42:39,10539.0,211.0,242.0,31.0,1409.0,306.0,485.0,849.0,Python package for earth-observing satellite data processing.,128.0,30,False,2022-08-15 08:08:33,0.37.1,48.0,satpy,conda-forge/satpy,,,3116.0,74.0,74.0,https://pypi.org/project/satpy,996.0,https://anaconda.org/conda-forge/satpy,2022-08-15 14:27:55.969,106045.0,3.0,,,,,,,,,,,,,,,,,,,,
256,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2022-09-04 18:18:38.000000,2022-06-10 09:12:18,238.0,,12192.0,1582.0,198.0,663.0,567.0,45716.0,The worlds simplest facial recognition api for Python and the command line.,54.0,29,True,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,['pytorch'],466.0,39621.0,,,https://pypi.org/project/face_recognition,39238.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,9044.0,2.0,,,,,,,,,,,,,,,,,,,,
257,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154.0,,1770.0,224.0,46.0,81.0,94.0,8609.0,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,29,False,,,1.0,pretrainedmodels,conda-forge/pretrainedmodels,['pytorch'],,175905.0,1787.0,1787.0,https://pypi.org/project/pretrainedmodels,175488.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,11266.0,1.0,,,,,,,,,,,,,,,,,,,,
258,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-08-16 01:05:57.000000,2021-05-08 20:05:36,292.0,,1937.0,283.0,72.0,261.0,431.0,7218.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,29,False,2021-01-04 19:24:41,essentials-v5,10.0,imageai,conda-forge/imageai,,779213.0,23600.0,1159.0,1159.0,https://pypi.org/project/imageai,8756.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,3693.0,2.0,,,,,,,,,,,,,,,,,,,,
259,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2022-09-08 03:11:42.000000,2022-09-08 03:10:07,928.0,141.0,946.0,140.0,120.0,93.0,1035.0,6504.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,99.0,29,False,2022-08-10 11:16:16,0.7.0,12.0,pytorch3d,pytorch3d/pytorch3d,['pytorch'],,15791.0,275.0,275.0,https://pypi.org/project/pytorch3d,13977.0,https://anaconda.org/pytorch3d/pytorch3d,2022-08-14 22:28:03.284,61708.0,2.0,,,,,,,,,,,,,,,,,,,,
260,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-01-23 02:08:30.000000,2021-09-23 22:14:27,3201.0,,1328.0,190.0,780.0,24.0,422.0,5580.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",128.0,29,True,2021-07-24 08:48:41,4.0.0,8.0,cleverhans,conda-forge/cleverhans,['tensorflow'],,1454.0,353.0,353.0,https://pypi.org/project/cleverhans,1305.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,4032.0,2.0,,,,,,,,,,,,,,,,,,,,
261,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2022-09-08 11:47:34.000000,2022-09-08 11:35:47,3182.0,34.0,813.0,134.0,550.0,46.0,969.0,5381.0,Python library for audio and music analysis.,106.0,29,True,2022-06-27 11:24:38,0.9.2,35.0,librosa,conda-forge/librosa,,,1157916.0,,,https://pypi.org/project/librosa,1151007.0,https://anaconda.org/conda-forge/librosa,2022-06-27 13:25:19.354,511304.0,2.0,,,,,,,,,,,,,,,,,,,,
262,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2022-09-06 15:03:26.000000,2022-09-05 12:06:40,1008.0,19.0,311.0,80.0,447.0,44.0,398.0,4663.0,A scikit-learn compatible neural network library that wraps PyTorch.,50.0,29,True,2021-10-31 15:54:20,0.11.0,10.0,skorch,conda-forge/skorch,"['pytorch', 'sklearn']",,54092.0,562.0,562.0,https://pypi.org/project/skorch,41287.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965,614648.0,3.0,,,,,,,,,,,,,,,,,,,,
263,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2022-09-07 13:53:48.000000,2022-09-07 11:46:36,841.0,66.0,495.0,37.0,580.0,151.0,465.0,4606.0,A python library for easy manipulation and forecasting of time series.,63.0,29,True,2022-08-12 21:02:32,0.21.0,31.0,u8darts,conda-forge/u8darts-all,,,6805.0,97.0,97.0,https://pypi.org/project/u8darts,5879.0,https://anaconda.org/conda-forge/u8darts-all,2022-08-13 11:20:21.822,12870.0,2.0,,,,,unit8/darts,,https://hub.docker.com/r/unit8/darts,2022-08-12 23:50:36.695341,,357.0,,,,,,,,,,
