,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
234,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-07-21 05:03:17.000000,2022-07-21 05:03:17,389.0,9.0,528.0,82.0,183.0,69.0,344.0,2861,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,31.0,30,True,2022-07-11 17:26:36,0.6.0,14.0,implicit,conda-forge/implicit,,12.0,156016.0,637.0,637.0,https://pypi.org/project/implicit,149031.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,377088.0,1.0,,,,,,,,,,,,,,,,,,,,
235,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2022-07-25 08:23:15.000000,2022-07-08 00:17:23,2422.0,449.0,418.0,79.0,228.0,43.0,150.0,2646,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,59.0,30,True,2020-11-06 15:31:29,0.6.0,7.0,fastnlp,,,66.0,3668.0,87.0,87.0,https://pypi.org/project/fastnlp,3667.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,
236,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2022-07-23 16:02:12.000000,2021-09-07 19:15:32,209.0,,298.0,64.0,56.0,15.0,94.0,2453,A Python Perceptual Image Hashing Module.,20.0,30,True,2021-03-25 13:49:48,4.1.0,6.0,ImageHash,conda-forge/imagehash,,,1409969.0,5561.0,5561.0,https://pypi.org/project/ImageHash,1406936.0,https://anaconda.org/conda-forge/imagehash,2021-07-15 15:00:27.543,206260.0,2.0,,,,,,,,,,,,,,,,,,,,
237,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-07-12 14:57:08.000000,2021-08-24 19:11:38,840.0,,493.0,102.0,1040.0,233.0,296.0,2426,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,30,True,2020-08-13 19:16:27,0.10.0,15.0,gluonnlp,,['mxnet'],,101472.0,887.0,887.0,https://pypi.org/project/gluonnlp,101472.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
238,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2022-07-28 14:19:49.000000,2022-07-07 20:17:20,895.0,21.0,313.0,47.0,283.0,64.0,202.0,2413,NeuralProphet: A simple forecasting package.,25.0,30,True,2022-03-22 02:30:23,0.3.2,12.0,neuralprophet,,['pytorch'],,65416.0,98.0,98.0,https://pypi.org/project/neuralprophet,65416.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-07-26 14:18:09.000000,2022-06-17 20:29:08,1584.0,3.0,279.0,59.0,139.0,87.0,185.0,2194,A machine learning toolkit dedicated to time-series data.,39.0,30,True,2021-08-16 07:09:52,0.5.2,21.0,tslearn,conda-forge/tslearn,['sklearn'],,100488.0,542.0,542.0,https://pypi.org/project/tslearn,95397.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,264768.0,2.0,,,,,,,,,,,,,,,,,,,,
240,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2022-07-22 15:30:57.000000,2022-07-22 15:30:42,1107.0,46.0,298.0,43.0,53.0,38.0,192.0,2137,Graph Neural Networks with Keras and Tensorflow 2.,24.0,30,True,2022-07-22 15:16:38,1.2,3.0,spektral,,['tensorflow'],,22863.0,141.0,141.0,https://pypi.org/project/spektral,22863.0,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,
241,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2022-07-28 07:20:16.000000,2022-07-23 23:36:36,2544.0,82.0,247.0,31.0,468.0,16.0,197.0,2027,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",53.0,30,True,2022-05-25 19:13:02,0.3.5,12.0,textattack,conda-forge/textattack,,,5186.0,90.0,90.0,https://pypi.org/project/textattack,5032.0,https://anaconda.org/conda-forge/textattack,2021-06-29 21:16:15.345,3407.0,2.0,,,,,,,,,,,,,,,,,,,,
242,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2022-07-28 07:24:15.000000,2022-07-27 17:02:51,359.0,47.0,285.0,30.0,352.0,14.0,154.0,1860,A lightweight vision library for performing large scale object detection/ instance segmentation.,15.0,30,True,2022-07-28 07:24:15,0.10.2,66.0,sahi,conda-forge/sahi,,2497.0,70092.0,98.0,98.0,https://pypi.org/project/sahi,68777.0,https://anaconda.org/conda-forge/sahi,2022-05-28 21:37:48.956,10521.0,2.0,,,,,,,,,,,3.0,,,,,,,,,
243,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-06-22 04:24:13.000000,2021-03-24 13:03:31,240.0,,324.0,57.0,65.0,84.0,78.0,1630,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,30,False,2021-03-24 13:05:21,3.3.1,5.0,pyldavis,conda-forge/pyldavis,['jupyter'],,723796.0,3726.0,3726.0,https://pypi.org/project/pyldavis,722900.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,43952.0,2.0,,,,,,,,,,,,,,,,,,,,
244,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-07-01 12:06:11.000000,2021-07-15 17:22:49,1466.0,,137.0,41.0,126.0,10.0,630.0,1098,A Python data analysis library that is optimized for humans instead of machines.,49.0,30,True,,,5.0,agate,conda-forge/agate,,,1408422.0,1037.0,1037.0,https://pypi.org/project/agate,1407071.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,87818.0,2.0,,,,,,,,,,,,,,,,,,,,
245,petl,petl-developers/petl,data-pipelines,,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000,2022-07-18 20:10:05.000000,2022-07-18 19:18:56,1256.0,3.0,174.0,49.0,184.0,75.0,366.0,1033,Python Extract Transform and Load Tables of Data.,55.0,30,True,2022-06-08 00:20:55,1.7.10,42.0,petl,conda-forge/petl,,,236327.0,773.0,773.0,https://pypi.org/project/petl,234724.0,https://anaconda.org/conda-forge/petl,2022-06-08 06:15:03.866,112263.0,2.0,http://petl.readthedocs.org,,,,,,,,,,,,,,,,,,,
246,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2022-07-16 17:49:35.000000,2022-07-15 23:29:01,2824.0,95.0,237.0,32.0,35.0,,420.0,1032,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,15.0,30,True,2022-07-16 01:27:29,0.31.3,100.0,ktrain,,['tensorflow'],,25541.0,312.0,312.0,https://pypi.org/project/ktrain,25541.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
247,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-07-28 12:06:20.000000,2022-07-12 21:07:59,1918.0,29.0,218.0,34.0,138.0,40.0,367.0,993,Python interface for igraph.,61.0,30,False,2022-06-08 20:43:44,0.9.11,16.0,python-igraph,conda-forge/igraph,,441055.0,279365.0,792.0,792.0,https://pypi.org/project/python-igraph,268148.0,https://anaconda.org/conda-forge/igraph,2022-06-13 09:43:51.605,305973.0,1.0,,,,,,,,,,,,,,,,,,,,
248,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2022-07-25 13:51:33.000000,2022-07-24 08:11:48,1408.0,45.0,152.0,20.0,650.0,100.0,385.0,951,Clean APIs for data cleaning. Python implementation of R package Janitor.,104.0,30,True,2022-05-03 04:09:24,0.23.1,50.0,pyjanitor,conda-forge/pyjanitor,,,29756.0,205.0,205.0,https://pypi.org/project/pyjanitor,27294.0,https://anaconda.org/conda-forge/pyjanitor,2021-11-22 17:28:45.154,128039.0,2.0,,,,,,,,,,,,,,,,,,,,
249,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2022-07-28 12:54:21.000000,2022-07-26 08:06:33,10269.0,202.0,237.0,31.0,1377.0,301.0,471.0,846,Python package for earth-observing satellite data processing.,124.0,30,False,2022-04-14 07:42:13,0.36.0,46.0,satpy,conda-forge/satpy,,,3830.0,72.0,72.0,https://pypi.org/project/satpy,1763.0,https://anaconda.org/conda-forge/satpy,2022-04-14 11:56:29.017,99260.0,3.0,,,,,,,,,,,,,,,,,,,,
250,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2022-07-03 20:59:24.000000,2022-06-10 09:12:18,238.0,9.0,12115.0,1582.0,195.0,659.0,563.0,45310,The worlds simplest facial recognition api for Python and the command line.,54.0,29,True,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,['pytorch'],466.0,43262.0,,,https://pypi.org/project/face_recognition,42885.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,8146.0,2.0,,,,,,,,,,,,,,,,,,,,
251,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2022-07-28 14:02:49.000000,2022-07-28 12:55:06,6361.0,908.0,931.0,286.0,1404.0,137.0,965.0,8986,In-Database Machine Learning.,124.0,29,False,2022-07-27 08:21:31,22.7.5.1,100.0,mindsdb,,['pytorch'],,4276.0,,,https://pypi.org/project/mindsdb,4276.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
252,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154.0,,1760.0,226.0,46.0,81.0,94.0,8600,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,29,False,,,1.0,pretrainedmodels,conda-forge/pretrainedmodels,['pytorch'],,115773.0,1709.0,1709.0,https://pypi.org/project/pretrainedmodels,115385.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,9716.0,1.0,,,,,,,,,,,,,,,,,,,,
253,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-07-03 17:01:28.000000,2021-05-08 20:05:36,292.0,,1933.0,281.0,71.0,261.0,430.0,7122,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,29,False,2021-01-04 19:24:41,essentials-v5,10.0,imageai,conda-forge/imageai,,769944.0,24017.0,1139.0,1139.0,https://pypi.org/project/imageai,8782.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,3336.0,2.0,,,,,,,,,,,,,,,,,,,,
254,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-07-26 14:11:24.000000,2022-07-26 14:11:23,1081.0,81.0,798.0,160.0,1366.0,161.0,671.0,6276,An open source python library for automated feature engineering.,66.0,29,True,2022-07-19 17:50:50,1.12.0,100.0,featuretools,conda-forge/featuretools,,,150354.0,,,https://pypi.org/project/featuretools,148078.0,https://anaconda.org/conda-forge/featuretools,2022-07-20 14:26:56.750,97893.0,2.0,,,,,,,,,,,,,,,,,,,,
255,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2022-07-27 03:25:36.000000,2022-07-22 22:52:50,837.0,105.0,910.0,137.0,112.0,84.0,996.0,6208,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,91.0,29,False,2022-04-28 16:15:23,0.6.2,11.0,pytorch3d,pytorch3d/pytorch3d,['pytorch'],,14750.0,250.0,250.0,https://pypi.org/project/pytorch3d,13079.0,https://anaconda.org/pytorch3d/pytorch3d,2022-04-28 15:25:00.343,53481.0,2.0,,,,,,,,,,,,,,,,,,,,
256,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-01-23 02:08:30.000000,2021-09-23 22:14:27,3201.0,,1328.0,189.0,780.0,24.0,422.0,5544,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",128.0,29,True,2021-07-24 08:48:41,4.0.0,8.0,cleverhans,conda-forge/cleverhans,['tensorflow'],,1292.0,342.0,342.0,https://pypi.org/project/cleverhans,1148.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,3618.0,2.0,,,,,,,,,,,,,,,,,,,,
257,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2022-07-23 17:05:45.000000,2022-07-23 17:05:44,3174.0,30.0,805.0,133.0,538.0,45.0,957.0,5309,Python library for audio and music analysis.,105.0,29,True,2022-06-27 11:24:38,0.9.2,35.0,librosa,conda-forge/librosa,,,1105853.0,,,https://pypi.org/project/librosa,1098991.0,https://anaconda.org/conda-forge/librosa,2022-06-27 13:25:19.354,494127.0,2.0,,,,,,,,,,,,,,,,,,,,
258,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2022-05-23 13:10:46.000000,2019-11-11 22:14:54,308.0,,1295.0,211.0,156.0,7.0,227.0,5290,Deep Reinforcement Learning for Keras.,40.0,29,False,2018-05-01 14:27:32,0.4.2,8.0,keras-rl,,['tensorflow'],,1659.0,601.0,601.0,https://pypi.org/project/keras-rl,1659.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
259,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2022-07-28 13:40:29.000000,2022-07-27 10:03:21,999.0,14.0,306.0,81.0,437.0,45.0,393.0,4593,A scikit-learn compatible neural network library that wraps PyTorch.,49.0,29,True,2021-10-31 15:54:20,0.11.0,10.0,skorch,conda-forge/skorch,"['pytorch', 'sklearn']",,36401.0,537.0,537.0,https://pypi.org/project/skorch,23704.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965,584078.0,3.0,,,,,,,,,,,,,,,,,,,,
260,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2021-12-26 17:08:51.000000,2020-07-15 13:46:58,1184.0,,1384.0,307.0,290.0,135.0,265.0,4514,Portfolio and risk analytics in Python.,56.0,29,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,6273.0,432.0,432.0,https://pypi.org/project/pyfolio,6102.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,9071.0,2.0,,,,,,,,,,,,,,,,,,,,
261,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2022-07-24 15:39:08.000000,2022-07-21 14:45:13,806.0,49.0,458.0,41.0,551.0,203.0,348.0,4436,A python library for easy manipulation and forecasting of time series.,58.0,29,True,2022-06-22 08:09:45,0.20.0,30.0,u8darts,conda-forge/u8darts-all,,,5766.0,80.0,80.0,https://pypi.org/project/u8darts,4936.0,https://anaconda.org/conda-forge/u8darts-all,2022-06-22 15:37:48.156,9878.0,2.0,,,,,unit8/darts,,https://hub.docker.com/r/unit8/darts,2022-06-22 08:17:10.905791,,347.0,,,,,,,,,,
262,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2022-07-26 09:09:56.000000,2022-07-23 18:14:38,28065.0,176.0,1412.0,179.0,1802.0,36.0,1410.0,4044,mlpack: a scalable C++ machine learning library --.,289.0,29,False,2020-10-28 16:27:07,3.4.2,40.0,mlpack,conda-forge/mlpack,,,2400.0,,,https://pypi.org/project/mlpack,156.0,https://anaconda.org/conda-forge/mlpack,2021-11-09 18:05:21.719,107756.0,3.0,,,,,,,,,,,,,,,,,,,,
263,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-07-27 23:09:59.000000,2022-07-23 09:08:14,1406.0,31.0,539.0,59.0,1528.0,108.0,965.0,4010,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,177.0,29,True,2022-05-04 20:24:44,0.4.9,20.0,pytorch-ignite,pytorch/ignite,['pytorch'],,144246.0,,,https://pypi.org/project/pytorch-ignite,142333.0,https://anaconda.org/pytorch/ignite,2022-05-04 20:29:56.200,93746.0,3.0,,,,,,,,,,,,,,,,,,,,
264,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2022-07-28 14:20:10.000000,2022-07-28 09:38:39,1847.0,231.0,422.0,58.0,2010.0,51.0,604.0,3780,Unified Model Serving Framework.,112.0,29,True,2022-07-13 09:05:22,1.0.0,66.0,bentoml,,,1479.0,20962.0,,,https://pypi.org/project/bentoml,20925.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
265,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-07-25 11:39:08.000000,2022-07-25 11:39:08,3525.0,12.0,437.0,106.0,942.0,210.0,359.0,3324,Plotting library for IPython/Jupyter notebooks.,59.0,29,True,2022-01-07 12:38:39,0.12.32,56.0,bqplot,conda-forge/bqplot,['jupyter'],,124810.0,34.0,34.0,https://pypi.org/project/bqplot,100752.0,https://anaconda.org/conda-forge/bqplot,2022-02-11 15:47:15.986,1004376.0,2.0,,bqplot,https://www.npmjs.com/package/bqplot,10486.0,,,,,,,,,,,,,,,,
266,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,MIT,2012-08-24 16:14:59.000,2022-05-07 09:43:39.000000,2022-02-09 19:43:12,605.0,,107.0,73.0,63.0,12.0,118.0,3267,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,29,True,2021-08-23 21:02:05,6.0.3,11.0,ftfy,conda-forge/ftfy,,,1727124.0,6327.0,6327.0,https://pypi.org/project/ftfy,1724306.0,https://anaconda.org/conda-forge/ftfy,2022-03-13 19:47:23.479,177595.0,2.0,,,,,,,,,,,,,,,,,,,,
267,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2022-07-07 19:41:59.000000,2022-04-29 04:19:24,1698.0,,340.0,46.0,1074.0,5.0,333.0,2969,Accelerated deep learning R&D.,103.0,29,True,2022-04-29 04:45:11,22.04,41.0,catalyst,,['pytorch'],,35639.0,591.0,591.0,https://pypi.org/project/catalyst,35639.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
268,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2022-07-18 15:49:04.000000,2022-07-08 06:31:36,180.0,8.0,223.0,42.0,42.0,18.0,66.0,2926,A simple command-line utility for querying and monitoring GPU status.,14.0,29,True,2019-07-22 06:37:00,0.6.0,8.0,gpustat,conda-forge/gpustat,,,845075.0,2082.0,2082.0,https://pypi.org/project/gpustat,841548.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772,141102.0,2.0,,,,,,,,,,,,,,,,,,,,
269,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2022-06-29 17:49:53.292000,2022-06-29 12:31:38,330.0,9.0,227.0,58.0,43.0,,,2913,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",12.0,29,True,2022-06-29 12:49:51,4.3.0,9.0,textdistance,conda-forge/textdistance,,804.0,638829.0,2514.0,2514.0,https://pypi.org/project/textdistance,635690.0,https://anaconda.org/conda-forge/textdistance,2022-06-29 17:49:53.292,156206.0,2.0,,,,,,,,,,,,,,,,,,,,
270,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2022-07-19 12:37:18.000000,2022-06-13 19:25:43,415.0,4.0,468.0,112.0,74.0,16.0,90.0,2870,Module for automatic summarization of text documents and HTML pages.,22.0,29,True,2022-04-21 21:59:07,0.10.0,14.0,sumy,conda-forge/sumy,,,25730.0,1326.0,1326.0,https://pypi.org/project/sumy,25593.0,https://anaconda.org/conda-forge/sumy,2022-04-22 07:57:30.389,1781.0,2.0,,,,,,,,,,,,,,,,,,,,
271,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2022-06-06 16:07:07.000000,2022-05-31 03:18:45,1556.0,1.0,395.0,96.0,120.0,58.0,340.0,2825,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,48.0,29,True,2021-02-03 16:40:09,2.1.1,19.0,nmslib,conda-forge/nmslib,,,118741.0,646.0,646.0,https://pypi.org/project/nmslib,116567.0,https://anaconda.org/conda-forge/nmslib,2022-04-15 23:08:32.465,58707.0,2.0,,,,,,,,,,,,,,,,,,,,
272,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2022-07-23 03:56:06.000000,2022-06-23 16:44:37,584.0,3.0,592.0,82.0,146.0,67.0,345.0,2713,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 130+ Indicators.,45.0,29,True,2021-07-28 20:21:21,0.3.14,5.0,pandas-ta,conda-forge/pandas-ta,['pandas'],,73625.0,758.0,758.0,https://pypi.org/project/pandas-ta,73442.0,https://anaconda.org/conda-forge/pandas-ta,2021-10-05 09:16:48.657,1652.0,2.0,,,,,,,,,,,,,,,,,,,,
273,Acme,deepmind/acme,reinforcement-learning,,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2022-07-28 13:17:25.000000,2022-07-28 13:16:48,1025.0,166.0,336.0,75.0,46.0,26.0,181.0,2706,A library of reinforcement learning components and agents.,73.0,29,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,['tensorflow'],,6282.0,95.0,95.0,https://pypi.org/project/dm-acme,6116.0,https://anaconda.org/conda-forge/dm-acme,2021-12-09 14:52:24.765,3334.0,1.0,,,,,,,,,,,,,,,,,,,,
274,ploomber,ploomber/ploomber,data-pipelines,,https://github.com/ploomber/ploomber,https://github.com/ploomber/ploomber,Apache-2.0,2020-01-20 20:13:06.000,2022-07-27 22:37:56.000000,2022-07-27 19:06:51,2786.0,206.0,168.0,23.0,181.0,215.0,554.0,2583,"The fastest way to build data pipelines. Develop iteratively, deploy anywhere.",56.0,29,True,,,50.0,ploomber,conda-forge/ploomber,,,7432.0,47.0,47.0,https://pypi.org/project/ploomber,5818.0,https://anaconda.org/conda-forge/ploomber,2022-07-17 15:40:06.975,20986.0,2.0,,,,,,,,,,,,,,,,,,,,
