,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
155,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2023-11-02 13:57:37.000000,2023-11-02 13:41:16,15697.0,2094.0,2476.0,373.0,4278.0,512.0,3012.0,18713.0,MindsDB connects AI models to real time data.,806.0,33,False,2023-11-01 10:10:41,23.10.5.0,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,4737.0,4737.0,,,,,,,,3.0,,,,,,,,,,,,,,,
156,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-10-01 11:57:13.000000,2023-09-10 02:01:49,2281.0,21.0,4756.0,489.0,149.0,971.0,1337.0,18708.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,33,False,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],1130.0,1130.0,https://pypi.org/project/insightface,448767.0,573121.0,,,,,,,,2.0,870482.0,,,,,,,,,,,,,,
157,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-10-30 04:23:19.000000,2023-10-26 05:31:53,3012.0,2.0,1765.0,284.0,3502.0,328.0,1675.0,13361.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,33,True,2023-09-14 12:12:06,3.0,40.0,nni,,,,,491.0,491.0,https://pypi.org/project/nni,20244.0,20244.0,,,,,,,,1.0,,,,,,,,,,,,,,,
158,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1126.0,344.0,1683.0,499.0,1294.0,11102.0,Turi Create simplifies the development of custom machine learning models.,86.0,33,False,2020-09-30 22:44:07,6.4.1,30.0,turicreate,,,,,357.0,357.0,https://pypi.org/project/turicreate,18882.0,19015.0,,,,,,,,3.0,9473.0,,,,,,,,,,,,,,
159,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1713.0,265.0,114.0,81.0,535.0,10943.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,4533.0,4533.0,https://pypi.org/project/lime,327461.0,329749.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,189937.0,,,,,1.0,,,,,,,,,,,,,,,
160,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2023-11-02 03:26:11.000000,2023-10-30 18:15:30,3716.0,148.0,1060.0,189.0,2693.0,256.0,733.0,10045.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",146.0,33,True,2023-10-13 15:47:19,0.8.6,42.0,ludwig,,,,['tensorflow'],211.0,211.0,https://pypi.org/project/ludwig,6237.0,6237.0,,,,,,,,3.0,,,,,,,,,,,,,,,
161,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-09-06 21:46:11.000000,2023-09-06 21:46:11,2424.0,6.0,1507.0,291.0,424.0,269.0,633.0,9287.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,116.0,33,False,2023-08-15 18:21:39,0.12.1,29.0,tpot,conda-forge/tpot,,,['sklearn'],2392.0,2392.0,https://pypi.org/project/tpot,37412.0,43228.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,238488.0,,,,,1.0,,,,,,,,,,,,,,,
162,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2023-06-16 13:22:53.603000,2021-09-09 20:54:41,384.0,,871.0,265.0,148.0,83.0,103.0,8998.0,Fuzzy String Matching in Python.,70.0,33,False,2020-02-13 22:14:12,0.18.0,23.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,20989.0,20989.0,https://pypi.org/project/fuzzywuzzy,5209981.0,5215830.0,https://anaconda.org/conda-forge/fuzzywuzzy,2023-06-16 13:22:53.603,514733.0,,,,,2.0,,,,,,,,,,,,,,,
163,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-11-02 13:11:59.000000,2023-11-02 02:31:04,2854.0,16.0,1556.0,87.0,1610.0,335.0,1598.0,7704.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",118.0,33,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,,['paddle'],1043.0,1043.0,https://pypi.org/project/paddleseg,2121.0,2121.0,,,,,,,,2.0,,,,,,,,,,,,,,,
164,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-11-02 13:09:41.000000,2023-10-31 14:56:38,802.0,60.0,633.0,274.0,1051.0,236.0,330.0,7105.0,Build and manage real-life data science projects with ease!.,75.0,33,True,2023-10-30 16:10:39,2.10.5,100.0,metaflow,conda-forge/metaflow,,,,546.0,546.0,https://pypi.org/project/metaflow,164252.0,168075.0,https://anaconda.org/conda-forge/metaflow,2023-10-31 10:00:20.050,152950.0,,,,,2.0,,,,,,,,,,,,,,,
165,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-11-02 08:31:48.000000,2023-10-06 05:01:16,4079.0,198.0,837.0,146.0,454.0,76.0,748.0,6840.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",64.0,33,False,2023-10-06 05:16:12,1.6.1,19.0,stanza,stanfordnlp/stanza,,,,2191.0,2191.0,https://pypi.org/project/stanza,146356.0,146520.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7217.0,,,,,2.0,,,,,,,,,,,,,,,
166,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-11-02 13:31:29.000000,2023-11-02 04:33:10,32215.0,178.0,1946.0,389.0,6682.0,2652.0,6474.0,6523.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",247.0,33,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,376063.0,376063.0,,,,,,,,2.0,,,,,,,,,,,,,,,
167,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2023-10-08 00:33:05.000000,2023-08-02 10:57:30,1413.0,,846.0,214.0,220.0,155.0,232.0,6516.0,Efficiently computes derivatives of numpy code.,55.0,33,True,2015-03-05 19:30:11,1.0,7.0,autograd,conda-forge/autograd,,,,6447.0,6447.0,https://pypi.org/project/autograd,1279742.0,1301213.0,https://anaconda.org/conda-forge/autograd,2023-06-26 15:21:38.267,365020.0,,,,,2.0,,,,,,,,,,,,,,,
168,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-11-01 19:51:56.000000,2023-10-17 11:40:34,2699.0,10.0,1114.0,211.0,1037.0,18.0,613.0,6384.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,33,True,2023-10-17 11:41:15,1.4.0,61.0,deeppavlov,,,,['tensorflow'],362.0,362.0,https://pypi.org/project/deeppavlov,8442.0,8442.0,,,,,,,,2.0,,,deeppavlov/DeepPavlov,,,,,,,,,,,,
169,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-11-02 14:06:32.000000,2023-11-01 13:19:29,37157.0,305.0,725.0,143.0,8607.0,835.0,4878.0,6038.0,cuDF - GPU DataFrame Library.,263.0,33,True,2023-10-11 15:25:48,23.10.00,41.0,cudf,,,,,47.0,47.0,https://pypi.org/project/cudf,1751.0,1751.0,,,,,,,,1.0,,,,,,,,,,,,,,,
170,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1324.0,292.0,6588.0,12.0,2030.0,5825.0,A flexible framework of neural networks for deep learning.,326.0,33,False,2022-06-29 08:19:03,7.8.1.post1,100.0,chainer,conda-forge/chainer,,,,3120.0,3120.0,https://pypi.org/project/chainer,20943.0,21298.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,16017.0,,,,,3.0,,,,,,,,,,,,,,,
171,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-11-01 08:52:58.000000,2023-11-01 08:52:58,2227.0,51.0,601.0,90.0,239.0,389.0,507.0,4828.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",88.0,33,True,2023-09-25 21:43:22,1.13.1,89.0,clearml,,allegroai/trains,,,772.0,772.0,https://pypi.org/project/clearml,229307.0,229907.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30186.0,2.0,1694.0,,,,,,,,,,,,,,
172,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-11-01 20:37:01.000000,2023-11-01 20:36:47,11989.0,53.0,1021.0,170.0,454.0,572.0,733.0,3992.0,Probabilistic reasoning and statistical analysis in TensorFlow.,483.0,33,True,2023-10-23 16:37:21,0.22.1,49.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,1302175.0,1305688.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-10-30 20:28:55.346,115958.0,,,,,1.0,,,,,,,,,,,,,,,
173,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2023-11-02 08:16:05.000000,2023-11-02 04:07:17,3814.0,50.0,1009.0,155.0,1538.0,340.0,858.0,3450.0,Fast data visualization and GUI tools for scientific / engineering applications.,263.0,33,False,2023-04-14 21:24:10,pyqtgraph-0.13.3,13.0,pyqtgraph,conda-forge/pyqtgraph,,,,8141.0,8141.0,https://pypi.org/project/pyqtgraph,154492.0,160376.0,https://anaconda.org/conda-forge/pyqtgraph,2023-06-16 13:19:32.302,482543.0,,,,,2.0,,,,,,,,,,,,,,,
174,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-10-31 11:32:17.000000,2023-10-27 18:17:16,1488.0,32.0,353.0,92.0,730.0,125.0,440.0,3093.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16,0.16.0,33.0,datashader,conda-forge/datashader,,,,3079.0,3079.0,https://pypi.org/project/datashader,297604.0,314464.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,708155.0,,,,,2.0,,,,,,,,,,,,,,,
175,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-11-02 11:55:00.000000,2023-11-01 17:52:43,1709.0,76.0,332.0,54.0,1441.0,53.0,378.0,2812.0,Bayesian optimization in PyTorch.,105.0,33,True,2023-08-10 22:11:42,0.9.2,38.0,botorch,conda-forge/botorch,,,['pytorch'],719.0,719.0,https://pypi.org/project/botorch,160335.0,162651.0,https://anaconda.org/conda-forge/botorch,2023-08-11 23:47:35.517,90346.0,,,,,1.0,,,,,,,,,,,,,,,
176,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-10-30 16:54:38.000000,2021-10-12 13:32:38,1570.0,,493.0,64.0,537.0,249.0,391.0,2676.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,4950.0,4950.0,https://pypi.org/project/scikit-optimize,545345.0,554386.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,687150.0,,,,,1.0,,,,,,,,,,,,,,,
177,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-10-28 07:08:19.000000,2023-10-28 06:33:50,1627.0,13.0,315.0,61.0,178.0,111.0,191.0,2628.0,A machine learning toolkit dedicated to time-series data.,43.0,33,True,2023-08-21 13:24:24,0.6.2,24.0,tslearn,conda-forge/tslearn,,,['sklearn'],1002.0,1002.0,https://pypi.org/project/tslearn,321947.0,352596.0,https://anaconda.org/conda-forge/tslearn,2023-08-21 16:01:42.662,1256628.0,,,,,1.0,,,,,,,,,,,,,,,
178,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-10-30 01:23:52.252000,2023-10-29 20:26:57,935.0,22.0,381.0,38.0,147.0,43.0,238.0,2294.0,A library of sklearn compatible categorical variable encoders.,65.0,33,True,2023-10-29 20:28:53,2.6.3,20.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1170.0,1170.0,https://pypi.org/project/category_encoders,1269080.0,1278850.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,244271.0,,,,,1.0,,,,,,,,,,,,,,,
179,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-10-27 15:37:46.000000,2023-10-27 15:37:46,2270.0,15.0,521.0,71.0,476.0,250.0,679.0,2190.0,Survival analysis in Python.,113.0,33,True,2023-09-13 15:30:38,0.27.8,100.0,lifelines,conda-forge/lifelines,,,,1914.0,1914.0,https://pypi.org/project/lifelines,421243.0,428372.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,299426.0,,,,,2.0,,,,,,,,,,,,,,,
180,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2023-10-30 17:18:47.000000,2023-10-23 16:17:56,1077.0,4.0,226.0,35.0,249.0,47.0,271.0,1448.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,33,True,2023-10-23 16:52:00,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,6477.0,6477.0,https://pypi.org/project/pmdarima,1612091.0,1639480.0,https://anaconda.org/conda-forge/pmdarima,2023-10-27 13:29:40.913,1013401.0,,,,,1.0,,,,,,,,,,,,,,,
181,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-10-27 22:48:05.000000,2023-10-09 06:31:38,1150.0,4.0,335.0,63.0,572.0,228.0,341.0,1412.0,A Jupyter - Leaflet.js bridge.,85.0,33,True,2023-06-02 07:09:46,0.17.3,67.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],5777.0,5777.0,https://pypi.org/project/ipyleaflet,173787.0,255383.0,https://anaconda.org/conda-forge/ipyleaflet,2023-09-11 12:39:04.948,1081445.0,,,,,2.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,55848.0,,,,,,,,,
182,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2023-10-31 23:48:37.000000,2023-10-30 12:01:33,10105.0,141.0,523.0,71.0,2206.0,247.0,1641.0,1050.0,Machine learning for NeuroImaging in Python.,228.0,33,False,2023-10-01 19:30:40,0.10.2,22.0,nilearn,conda-forge/nilearn,,,['sklearn'],2658.0,2658.0,https://pypi.org/project/nilearn,50676.0,57667.0,https://anaconda.org/conda-forge/nilearn,2023-10-02 11:59:55.930,251507.0,,,,,2.0,145.0,,,,,,,,,,,,,,
183,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-11-02 13:51:43.000000,2023-11-01 17:46:55,11185.0,317.0,224.0,58.0,11697.0,139.0,2124.0,893.0,Cloud-native genomic dataframes and batch computing.,90.0,33,True,2023-10-30 17:20:30,0.2.126,100.0,hail,,,,['spark'],112.0,112.0,https://pypi.org/project/hail,24193.0,24193.0,,,,,,,,2.0,,,,,,,,,,,,,,,
184,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-10-24 13:58:07.000000,2023-09-28 11:32:14,14783.0,14.0,484.0,50.0,2273.0,390.0,946.0,703.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,3669.0,3669.0,https://pypi.org/project/nipype,79360.0,94374.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,585577.0,,,,,2.0,,,,,,,,,,,,,,,
185,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2023-10-18 08:51:11.000000,2022-06-10 09:12:18,238.0,,12828.0,1573.0,222.0,714.0,584.0,49974.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],21.0,21.0,https://pypi.org/project/face_recognition,61916.0,62426.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,18830.0,,,,,2.0,1186.0,,,,,,,,,,,,,,
186,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-10-04 00:17:49.000000,2023-07-11 13:03:36,1421.0,,3619.0,765.0,1132.0,353.0,588.0,18711.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],473.0,473.0,https://pypi.org/project/magenta,3073.0,3073.0,,,,,,,,2.0,,,,,,,,,,,,,,,
187,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-07-17 16:46:23.000000,2020-10-14 16:36:49,6226.0,,4105.0,1000.0,1868.0,323.0,658.0,16577.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,32,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,957.0,957.0,https://pypi.org/project/zipline,2412.0,2605.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7361.0,,,,,1.0,,,,,,,,,,,,,,,
188,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3274.0,465.0,671.0,575.0,672.0,14233.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:10:01,1.15.7,75.0,tensor2tensor,,,,['tensorflow'],1432.0,1432.0,https://pypi.org/project/tensor2tensor,4568.0,4568.0,,,,,,,,2.0,,,,,,,,,,,,,,,
189,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2062.0,187.0,1005.0,568.0,710.0,12228.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1427.0,1427.0,https://pypi.org/project/paddlehub,6266.0,6277.0,,,,,,,,2.0,664.0,,,,,,,,,,,,,,
190,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2023-11-01 00:59:04.000000,2023-06-01 18:12:56,4638.0,,4170.0,394.0,654.0,519.0,1238.0,11344.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",188.0,32,False,2022-07-22 13:50:50,3.3.8,19.0,glfw,conda-forge/glfw,,,,22.0,22.0,https://pypi.org/project/glfw,202169.0,238249.0,https://anaconda.org/conda-forge/glfw,2023-06-16 16:13:39.833,164566.0,,,,,2.0,3452125.0,,,,,,,,,,,,,,
191,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-08-14 20:55:28.000000,2022-12-08 17:49:19,746.0,,957.0,133.0,217.0,274.0,267.0,7792.0,Manipulate audio with a simple and easy high level interface.,95.0,32,True,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,41085.0,41085.0,https://pypi.org/project/pydub,3004814.0,3006047.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,72778.0,,,,,2.0,,,,,,,,,,,,,,,
192,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-09-03 09:40:51.000000,2023-09-03 09:26:33,526.0,3.0,856.0,86.0,273.0,71.0,376.0,7710.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",81.0,32,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,,35883.0,35883.0,https://pypi.org/project/tensorboardX,2402884.0,2430852.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1118525.0,,,,,2.0,400.0,,,,,,,,,,,,,,
193,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2023-10-25 23:42:36.000000,2023-10-25 23:42:28,2754.0,40.0,674.0,141.0,88.0,68.0,321.0,5751.0,Fit interpretable models. Explain blackbox machine learning.,39.0,32,True,2023-08-28 03:48:17,0.4.4,39.0,interpret,,,,['jupyter'],549.0,549.0,https://pypi.org/project/interpret,83463.0,83463.0,,,,,,,,1.0,,,,,,,,,,,,,,,
194,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-10-18 20:57:34.000000,2023-07-25 15:00:08,1165.0,,622.0,65.0,127.0,52.0,422.0,5516.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",38.0,32,True,2023-07-25 15:01:13,2.3.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],969.0,969.0,https://pypi.org/project/pytorch-metric-learning,379141.0,379376.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,10840.0,,,,,1.0,,,,,,,,,,,,,,,
