,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,maven_id,maven_url,dnf_id,yay_id,snap_id
259,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2023-09-14 01:36:19.000000,2023-09-11 14:44:09,1451.0,127.0,524.0,72.0,561.0,66.0,186.0,6495.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",36.0,30,False,2023-09-11 14:44:32,2.5.0,10.0,cleanlab,conda-forge/cleanlab,,,,171.0,171.0,https://pypi.org/project/cleanlab,15298.0,15871.0,https://anaconda.org/conda-forge/cleanlab,2023-09-12 22:14:32.939,16641.0,,,,,2.0,,,,,,,,,,,,,,,
260,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2023-08-14 12:41:13.000000,2023-05-04 11:45:28,917.0,,627.0,148.0,788.0,115.0,355.0,4650.0,Deep Learning Visualization Toolkit.,32.0,30,True,2023-01-17 11:47:28,2.5.0,16.0,visualdl,,,,['paddle'],2282.0,2282.0,https://pypi.org/project/visualdl,123185.0,123193.0,,,,,,,,2.0,322.0,,,,,,,,,,,,,,
261,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2023-09-07 12:42:45.000000,2023-09-07 12:42:40,28797.0,88.0,1481.0,182.0,1990.0,18.0,1524.0,4521.0,"mlpack: a fast, header-only C++ machine learning library.",306.0,30,False,2023-06-16 19:48:54,4.2.0,44.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,1336.0,5433.0,https://anaconda.org/conda-forge/mlpack,2023-06-17 04:40:48.549,159801.0,,,,,3.0,,,,,,,,,,,,,,,
262,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2023-08-27 19:16:02.000000,2023-04-30 18:36:20,483.0,,658.0,92.0,206.0,135.0,356.0,4419.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",47.0,30,True,2023-03-20 04:08:46,1.17,9.0,lightfm,conda-forge/lightfm,,,,1203.0,1203.0,https://pypi.org/project/lightfm,586209.0,588629.0,https://anaconda.org/conda-forge/lightfm,2023-06-16 16:08:40.466,164564.0,,,,,2.0,,,,,,,,,,,,,,,
263,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-09-14 13:09:22.000000,2023-09-05 18:15:09,740.0,39.0,350.0,73.0,266.0,54.0,480.0,4239.0,Visualizer for pandas data structures.,30.0,30,True,2023-09-05 19:03:32,3.4.0,134.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",854.0,854.0,https://pypi.org/project/dtale,126812.0,132947.0,https://anaconda.org/conda-forge/dtale,2023-09-05 20:03:03.204,245420.0,,,,,3.0,,,,,,,,,,,,,,,
264,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2023-08-27 20:08:56.023000,2023-08-27 17:01:46,1130.0,22.0,597.0,91.0,265.0,22.0,251.0,4065.0,Geocoding library for Python.,133.0,30,True,2023-08-27 18:59:34,2.4.0,36.0,geopy,conda-forge/geopy,,,,,,https://pypi.org/project/geopy,4224027.0,4253690.0,https://anaconda.org/conda-forge/geopy,2023-08-27 20:08:56.023,1156870.0,,,,,3.0,1.0,,,,,,,,,,,,,,
265,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2023-09-11 18:53:18.000000,2022-09-24 16:20:26,585.0,,800.0,90.0,199.0,98.0,412.0,3996.0,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 130+ Indicators.,45.0,30,True,2021-07-28 20:21:21,0.3.14,5.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],3272.0,3272.0,https://pypi.org/project/pandas-ta,72935.0,73730.0,https://anaconda.org/conda-forge/pandas-ta,2023-06-16 19:27:34.124,18304.0,,,,,2.0,,,,,,,,,,,,,,,
266,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2023-09-01 04:56:12.000000,2023-09-01 04:56:12,1281.0,10.0,2332.0,1993.0,525.0,334.0,1072.0,3780.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,64.0,30,True,2019-08-29 17:25:28,80469,28.0,azureml-sdk,,,,,,,https://pypi.org/project/azureml-sdk,1358961.0,1358969.0,,,,,,,,2.0,503.0,,,,,,,,,,,,,,
267,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,MIT,2012-08-24 16:14:59.000,2023-08-19 15:07:22.000000,2022-10-25 17:55:33,609.0,,114.0,76.0,66.0,13.0,120.0,3600.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,30,True,2021-08-23 21:02:05,6.0.3,11.0,ftfy,conda-forge/ftfy,,,,13365.0,13365.0,https://pypi.org/project/ftfy,3463618.0,3467097.0,https://anaconda.org/conda-forge/ftfy,2023-06-16 13:23:10.061,267921.0,,,,,2.0,,,,,,,,,,,,,,,
268,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2023-08-09 12:05:47.000000,2023-08-09 12:05:45,1163.0,20.0,1676.0,148.0,209.0,1.0,677.0,3392.0,A library for transfer learning by reusing parts of TensorFlow models.,106.0,30,True,2023-07-13 14:35:04,0.14.0,17.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],,,https://pypi.org/project/tensorflow-hub,2285424.0,2287814.0,https://anaconda.org/conda-forge/tensorflow-hub,2023-07-13 16:39:43.723,88444.0,,,,,2.0,,,,,,,,,,,,,,,
269,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2023-07-08 17:08:15.000000,2022-04-29 04:19:24,1698.0,,359.0,46.0,1084.0,2.0,351.0,3168.0,Accelerated deep learning R&D.,104.0,30,False,2022-04-29 04:45:11,22.04,41.0,catalyst,,,,['pytorch'],987.0,987.0,https://pypi.org/project/catalyst,77620.0,77620.0,,,,,,,,2.0,,,,,,,,,,,,,,,
270,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2023-06-16 19:18:40.569000,2022-05-31 03:18:45,1556.0,,419.0,92.0,121.0,67.0,348.0,3135.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,47.0,30,False,2021-02-03 16:40:09,2.1.1,19.0,nmslib,conda-forge/nmslib,,,,933.0,933.0,https://pypi.org/project/nmslib,270944.0,273322.0,https://anaconda.org/conda-forge/nmslib,2023-06-16 19:18:40.569,97531.0,,,,,2.0,,,,,,,,,,,,,,,
271,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2023-06-16 13:24:39.196000,2022-08-22 18:21:12,586.0,,560.0,77.0,72.0,59.0,160.0,2867.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,30,False,,,5.0,filterpy,conda-forge/filterpy,,,,3937.0,3937.0,https://pypi.org/project/filterpy,2090017.0,2093159.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,235661.0,,,,,2.0,,,,,,,,,,,,,,,
272,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2023-08-28 15:09:43.000000,2023-08-28 15:09:39,1101.0,34.0,361.0,43.0,61.0,123.0,441.0,2743.0,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",22.0,30,True,2023-07-06 13:51:42,1.0.2,53.0,mljar-supervised,conda-forge/mljar-supervised,,,,84.0,84.0,https://pypi.org/project/mljar-supervised,13432.0,13828.0,https://anaconda.org/conda-forge/mljar-supervised,2023-07-06 16:03:32.383,10702.0,,,,,2.0,,,,,,,,,,,,,,,
273,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2023-09-13 00:27:33.000000,2023-07-13 17:20:36,617.0,7.0,318.0,49.0,118.0,57.0,131.0,2643.0,A python library for decision tree visualization and model interpretation.,25.0,30,True,2023-07-13 17:20:15,2.2.2,37.0,dtreeviz,conda-forge/dtreeviz,,,,886.0,886.0,https://pypi.org/project/dtreeviz,145434.0,147138.0,https://anaconda.org/conda-forge/dtreeviz,2023-07-13 20:18:43.899,57949.0,,,,,2.0,,,,,,,,,,,,,,,
274,mrjob,Yelp/mrjob,data-pipelines,,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000,2023-06-16 13:18:55.628000,2020-11-16 22:20:52,8622.0,,573.0,111.0,921.0,205.0,1093.0,2604.0,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,30,False,,,13.0,mrjob,conda-forge/mrjob,,,,1343.0,1343.0,https://pypi.org/project/mrjob,89738.0,95894.0,https://anaconda.org/conda-forge/mrjob,2023-06-16 13:18:55.628,517125.0,,,,,2.0,,,,,,,,,,,,,,,
275,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2023-09-03 14:41:35.000000,2022-12-25 20:52:27,843.0,,504.0,99.0,1044.0,237.0,297.0,2526.0,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",85.0,30,True,2020-08-13 19:16:27,0.10.0,15.0,gluonnlp,,,,['mxnet'],1366.0,1366.0,https://pypi.org/project/gluonnlp,92498.0,92498.0,,,,,,,,2.0,,,,,,,,,,,,,,,
276,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2023-09-14 14:23:02.000000,2023-09-14 14:23:01,1095.0,54.0,211.0,25.0,929.0,90.0,375.0,2484.0,A python library for self-supervised learning on images.,31.0,30,True,2023-09-12 12:38:19,1.4.18,100.0,lightly,,,,['pytorch'],165.0,165.0,https://pypi.org/project/lightly,10537.0,10537.0,,,,,,,,2.0,,,,,,,,,,,,,,,
277,whylogs,whylabs/whylogs,data-pipelines,,https://github.com/whylabs/whylogs,https://github.com/whylabs/whylogs,Apache-2.0,2020-08-14 23:25:32.000,2023-09-14 14:01:33.000000,2023-09-12 23:35:05,748.0,66.0,103.0,33.0,987.0,20.0,365.0,2361.0,Open standard for end-to-end data and ML monitoring for any scale in any infrastructure.,22.0,30,True,2023-09-12 23:18:44,1.3.4,100.0,whylogs,,,,,177.0,177.0,https://pypi.org/project/whylogs,110700.0,110702.0,,,,,,,,2.0,43.0,,,,,,,,,,,,,,
278,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-07-21 19:33:11.000000,2023-04-03 00:19:55,1816.0,,246.0,91.0,123.0,30.0,230.0,2103.0,"NLP, before and after spaCy.",35.0,30,False,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,1535.0,1535.0,https://pypi.org/project/textacy,61992.0,63768.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,135027.0,,,,,2.0,,,,,,,,,,,,,,,
279,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2023-08-10 11:30:02.000000,2023-08-01 12:07:51,1342.0,18.0,276.0,23.0,43.0,25.0,194.0,1992.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,20.0,30,True,2023-08-01 11:52:36,0.4.3,76.0,explainerdashboard,conda-forge/explainerdashboard,,,,360.0,360.0,https://pypi.org/project/explainerdashboard,33394.0,34587.0,https://anaconda.org/conda-forge/explainerdashboard,2023-06-16 19:23:52.178,39388.0,,,,,2.0,,,,,,,,,,,,,,,
280,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-09-11 04:14:50.000000,2023-08-16 05:19:43,522.0,8.0,156.0,44.0,69.0,6.0,119.0,1892.0,a python library for doing approximate and phonetic matching of strings.,30.0,30,True,,,12.0,jellyfish,conda-forge/jellyfish,,,,6850.0,6850.0,https://pypi.org/project/jellyfish,2190683.0,2208107.0,https://anaconda.org/conda-forge/jellyfish,2023-07-02 18:32:29.866,679555.0,,,,,2.0,,,,,,,,,,,,,,,
281,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2023-09-11 11:08:38.000000,2023-08-09 07:05:49,2440.0,6.0,416.0,74.0,1251.0,120.0,679.0,1761.0,Gaussian processes in TensorFlow.,83.0,30,True,2023-08-09 08:36:14,2.9.0,48.0,gpflow,conda-forge/gpflow,,,['tensorflow'],561.0,561.0,https://pypi.org/project/gpflow,48189.0,48558.0,https://anaconda.org/conda-forge/gpflow,2023-06-16 16:08:37.785,23649.0,,,,,2.0,,,,,,,,,,,,,,,
282,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2023-08-03 18:28:09.000000,2023-06-10 14:30:23,670.0,,386.0,41.0,58.0,5.0,266.0,1741.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,30,True,2023-04-07 06:00:20,1.3.6,16.0,ogb,conda-forge/ogb,,,,1056.0,1056.0,https://pypi.org/project/ogb,41312.0,42076.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,27535.0,,,,,2.0,,,,,,,,,,,,,,,
283,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2023-09-07 14:35:26.000000,2023-09-07 14:35:25,1092.0,88.0,169.0,22.0,140.0,42.0,123.0,1498.0,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,24.0,30,True,2023-08-30 11:24:18,0.33.0,34.0,audiomentations,,,,,336.0,336.0,https://pypi.org/project/audiomentations,10012.0,10012.0,,,,,,,,2.0,,,,,,,,,,,,,,,
284,mleap,combust/mleap,data-pipelines,,https://github.com/combust/mleap,https://github.com/combust/mleap,Apache-2.0,2016-08-23 03:51:03.000,2023-09-10 11:00:57.000000,2023-09-05 20:59:13,1030.0,5.0,305.0,70.0,399.0,102.0,366.0,1474.0,MLeap: Deploy ML Pipelines to Production.,84.0,30,True,2023-06-23 21:51:00,0.23.0,12.0,mleap,conda-forge/mleap,,,,215.0,215.0,https://pypi.org/project/mleap,235654.0,237518.0,https://anaconda.org/conda-forge/mleap,2023-06-26 01:27:19.500,74592.0,,,,,2.0,,,,,,,,,,,,,,,
285,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2023-09-13 16:53:14.000000,2023-09-07 10:03:45,729.0,75.0,85.0,21.0,272.0,57.0,170.0,1379.0,Elegant easy-to-use neural networks in JAX. https://docs.kidger.site/equinox/.,36.0,30,True,2023-07-26 00:11:25,0.10.11,30.0,equinox,,,,['jax'],221.0,221.0,https://pypi.org/project/equinox,26018.0,26018.0,,,,,,,,1.0,,,,,,,7.0,,,,,,,,
286,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2023-09-14 08:01:49.000000,2023-09-14 07:58:34,1461.0,8.0,151.0,32.0,234.0,,,1280.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",21.0,30,True,2023-08-01 12:10:59,1.3.0,39.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],1236.0,1236.0,https://pypi.org/project/spacy-transformers,367888.0,368871.0,https://anaconda.org/conda-forge/spacy-transformers,2023-08-09 15:18:33.481,21641.0,,,,,2.0,,,,,,,,,,,,,,,
287,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2023-09-14 14:22:35.000000,2023-09-13 17:44:02,3503.0,265.0,45.0,151.0,449.0,109.0,312.0,1208.0,Multiplatform plotting library based on Grammar of Graphics.,19.0,30,True,2023-09-13 17:19:02,4.0.1,64.0,lets-plot,,,,,42.0,42.0,https://pypi.org/project/lets-plot,19095.0,19106.0,,,,,,,,3.0,537.0,,,,,,,,,,,,,,
288,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2023-09-12 00:13:36.000000,2023-08-03 09:42:45,1496.0,15.0,160.0,19.0,744.0,106.0,427.0,1194.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,106.0,30,True,2023-07-27 14:28:59,0.25.0,51.0,pyjanitor,conda-forge/pyjanitor,,,,458.0,458.0,https://pypi.org/project/pyjanitor,35658.0,38386.0,https://anaconda.org/conda-forge/pyjanitor,2023-06-16 16:12:04.304,180108.0,,,,,2.0,,,,,,,,,,,,,,,
289,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2023-09-06 12:41:13.000000,2023-09-05 18:32:42,3006.0,31.0,257.0,34.0,37.0,1.0,471.0,1172.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,16.0,30,True,2023-09-05 19:18:15,0.38.0,100.0,ktrain,,,,['tensorflow'],455.0,455.0,https://pypi.org/project/ktrain,20299.0,20299.0,,,,,,,,3.0,,,,,,,,,,,,,,,
290,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2023-09-14 06:58:00.000000,2023-09-14 06:57:59,1084.0,91.0,262.0,55.0,998.0,108.0,450.0,1152.0,All the open source things related to the Hugging Face Hub.,106.0,30,True,2023-09-08 14:41:07,0.17.0,51.0,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,16589699.0,16632592.0,https://anaconda.org/conda-forge/huggingface_hub,2023-09-12 22:35:36.744,1329689.0,,,,,2.0,,,,,,,,,,,,,,,
291,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,,2011-04-06 02:51:33.000,2023-08-28 19:52:29.000000,2023-08-28 19:52:28,3264.0,15.0,233.0,50.0,343.0,60.0,261.0,986.0,"OpenCL integration for Python, plus shiny features.",95.0,30,False,2023-08-14 22:37:25,2023.1.2,55.0,pyopencl,conda-forge/pyopencl,,,,1630.0,1630.0,https://pypi.org/project/pyopencl,107053.0,131076.0,https://anaconda.org/conda-forge/pyopencl,2023-08-15 04:21:33.200,936934.0,,,,,2.0,,,,,,,,,,,,,,,
292,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2023-09-12 21:18:01.000000,2023-09-12 21:18:01,657.0,14.0,97.0,13.0,92.0,64.0,60.0,792.0,A Python nearest neighbor descent for approximate nearest neighbors.,26.0,30,True,2023-04-20 15:18:54,0.5.10,22.0,pynndescent,conda-forge/pynndescent,,,,4290.0,4290.0,https://pypi.org/project/pynndescent,853159.0,884960.0,https://anaconda.org/conda-forge/pynndescent,2023-06-16 16:15:32.587,1621882.0,,,,,2.0,,,,,,,,,,,,,,,
293,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2023-09-01 11:39:23.000000,2023-08-26 12:04:19,383.0,8.0,2074.0,288.0,95.0,283.0,445.0,8023.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,29,True,2022-12-20 21:17:57,test-resources-v3,12.0,imageai,conda-forge/imageai,,,,1434.0,1434.0,https://pypi.org/project/imageai,5531.0,19226.0,https://anaconda.org/conda-forge/imageai,2023-06-16 19:21:01.568,6312.0,,,,,2.0,879443.0,,,,,,,,,,,,,,
294,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2023-08-17 14:37:33.000000,2023-08-16 23:55:56,220.0,4.0,1275.0,173.0,45.0,67.0,235.0,6479.0,2D and 3D Face alignment library build using pytorch.,26.0,29,True,2023-08-17 14:37:33,1.4.1,13.0,face-alignment,,,,['pytorch'],13.0,13.0,https://pypi.org/project/face-alignment,56756.0,56756.0,,,,,,,,2.0,,,,,,,,,,,,,,,
295,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2023-06-16 19:20:32.486000,2023-01-31 19:40:04,3203.0,,1348.0,191.0,783.0,26.0,423.0,5911.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",131.0,29,True,2021-07-24 08:48:41,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],516.0,516.0,https://pypi.org/project/cleverhans,1027.0,1205.0,https://anaconda.org/conda-forge/cleverhans,2023-06-16 19:20:32.486,6956.0,,,,,2.0,,,,,,,,,,,,,,,
296,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2023-07-18 03:35:17.292000,2023-07-17 16:59:29,152.0,4.0,992.0,199.0,91.0,126.0,280.0,5523.0,Official Kaggle API.,37.0,29,True,2023-07-17 17:06:58,1.5.16,12.0,kaggle,conda-forge/kaggle,,,,13.0,13.0,https://pypi.org/project/kaggle,174417.0,178207.0,https://anaconda.org/conda-forge/kaggle,2023-07-18 03:35:17.292,136474.0,,,,,2.0,,,,,,,,,,,,,,,
297,SynapseML,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2023-09-14 12:54:54.000000,2023-09-13 15:58:08,1494.0,51.0,750.0,145.0,1393.0,286.0,393.0,4454.0,Simple and Distributed Machine Learning.,112.0,29,True,2023-07-10 22:45:30,0.11.2,32.0,synapseml,,,,,,,https://pypi.org/project/synapseml,285587.0,285587.0,,,,,,,,2.0,,,,,,,,,,,,,,,
298,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2023-06-16 16:15:44.326000,2022-01-27 13:24:16,139.0,,1003.0,153.0,112.0,94.0,79.0,4382.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,29,False,,,3.0,imutils,conda-forge/imutils,,,,36990.0,36990.0,https://pypi.org/project/imutils,361209.0,364074.0,https://anaconda.org/conda-forge/imutils,2023-06-16 16:15:44.326,146144.0,,,,,2.0,,,,,,,,,,,,,,,
