,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
176,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2023-06-16 19:23:20.782000,2023-05-26 14:15:03,1072.0,3.0,222.0,35.0,241.0,41.0,268.0,1378.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,33,True,2023-03-15 20:42:28,2.0.3,43.0,pmdarima,conda-forge/pmdarima,,,,5573.0,5573.0,https://pypi.org/project/pmdarima,1557762.0,1579313.0,https://anaconda.org/conda-forge/pmdarima,2023-06-16 19:23:20.782,689663.0,,,,,1.0,,,,,,,,,,,,,,,
177,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-06-19 22:24:07.000000,2023-06-19 22:24:05,2589.0,61.0,240.0,35.0,179.0,40.0,451.0,1119.0,Python interface for igraph.,71.0,33,False,2023-01-28 13:24:44,0.10.4,21.0,python-igraph,conda-forge/igraph,,,,1898.0,1898.0,https://pypi.org/project/python-igraph,244566.0,257293.0,https://anaconda.org/conda-forge/igraph,2023-06-16 13:19:23.938,425848.0,,,,,1.0,561386.0,,,,,,,,,,,,,,
178,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2023-06-22 13:54:49.000000,2023-06-21 06:52:05,9887.0,92.0,504.0,73.0,1990.0,264.0,1518.0,1008.0,Machine learning for NeuroImaging in Python.,213.0,33,False,2023-04-28 09:19:30,0.10.1,21.0,nilearn,conda-forge/nilearn,,,['sklearn'],2318.0,2318.0,https://pypi.org/project/nilearn,33617.0,36317.0,https://anaconda.org/conda-forge/nilearn,2023-06-16 13:17:38.098,229126.0,,,,,2.0,132.0,,,,,,,,,,,,,,
179,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-06-16 13:24:57.429000,2023-05-28 13:51:11,14700.0,26.0,482.0,50.0,2253.0,385.0,939.0,687.0,Workflows and interfaces for neuroimaging packages.,244.0,33,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,1566.0,1566.0,https://pypi.org/project/nipype,69418.0,76277.0,https://anaconda.org/conda-forge/nipype,2023-06-16 13:24:57.429,569336.0,,,,,2.0,,,,,,,,,,,,,,,
180,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2023-06-22 12:58:44.000000,2023-06-22 08:03:53,33525.0,464.0,11771.0,945.0,22833.0,,,21443.0,Apache Flink Python API.,1737.0,32,True,,,,apache-flink,,,,,,,https://pypi.org/project/apache-flink,62402.0,62402.0,,,,,,,,3.0,,,,,,,,,,,,,,,
181,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,1.0,3198.0,461.0,671.0,574.0,672.0,13787.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:10:01,1.15.7,75.0,tensor2tensor,,,,['tensorflow'],1382.0,1382.0,https://pypi.org/project/tensor2tensor,7944.0,7944.0,,,,,,,,1.0,,,,,,,,,,,,,,,
182,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2023-06-19 10:43:55.000000,2023-06-13 07:20:31,2144.0,17.0,2587.0,189.0,3505.0,1067.0,3804.0,10710.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",141.0,32,True,2023-02-23 03:25:22,2.6.0,8.0,paddledet,,,,['paddle'],90.0,90.0,https://pypi.org/project/paddledet,781.0,781.0,,,,,,,,2.0,,,,,,,,,,,,,,,
183,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-06-19 01:55:22.000000,2023-02-23 15:39:10,857.0,,1268.0,425.0,80.0,30.0,156.0,9576.0,TensorFlow-based neural network library.,56.0,32,True,2020-03-27 10:36:19,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1094.0,1094.0,https://pypi.org/project/dm-sonnet,20931.0,21483.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,23739.0,,,,,3.0,,,,,,,,,,,,,,,
184,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2023-06-22 03:41:48.000000,2023-06-10 19:39:42,3525.0,107.0,996.0,186.0,2461.0,221.0,699.0,8985.0,Data-centric declarative deep learning framework.,136.0,32,True,2023-03-23 15:29:23,0.7.4,33.0,ludwig,,,,['tensorflow'],174.0,174.0,https://pypi.org/project/ludwig,2759.0,2759.0,,,,,,,,3.0,,,,,,,,,,,,,,,
185,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-06-21 15:51:48.000000,2023-06-21 15:51:47,1385.0,2.0,1364.0,306.0,885.0,125.0,756.0,8853.0,AutoML library for deep learning.,142.0,32,True,2023-01-28 18:28:09,1.1.0,58.0,autokeras,,,,['tensorflow'],507.0,507.0,https://pypi.org/project/autokeras,11926.0,12160.0,,,,,,,,2.0,15717.0,,,,,,,,,,,,,,
186,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-06-18 18:44:28.706000,2023-06-18 12:33:42,512.0,6.0,859.0,89.0,256.0,72.0,371.0,7629.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",79.0,32,True,2022-06-05 10:13:32,2.5,15.0,tensorboardX,conda-forge/tensorboardx,,,,31571.0,31571.0,https://pypi.org/project/tensorboardX,1757574.0,1788114.0,https://anaconda.org/conda-forge/tensorboardx,2023-06-18 18:44:28.706,1068754.0,,,,,2.0,388.0,,,,,,,,,,,,,,
187,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-06-22 14:04:50.000000,2023-06-21 04:32:53,31996.0,259.0,1918.0,391.0,6547.0,2639.0,6329.0,6323.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",242.0,32,True,,,,h2o,,,,,,,https://pypi.org/project/h2o,347364.0,347364.0,,,,,,,,2.0,,,,,,,,,,,,,,,
188,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-06-16 19:27:42.012000,2023-03-31 20:54:05,2943.0,3.0,1821.0,201.0,206.0,9.0,1343.0,6276.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1312.0,1312.0,https://pypi.org/project/tensorpack,15360.0,15838.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,9525.0,,,,,3.0,153.0,,,,,,,,,,,,,,
189,Activeloop,activeloopai/Hub,data-pipelines,,https://github.com/activeloopai/deeplake,https://github.com/activeloopai/deeplake,MPL-2.0,2019-08-09 06:17:59.000,2023-06-22 07:57:41.000000,2023-06-20 17:46:51,7699.0,575.0,470.0,76.0,1989.0,45.0,378.0,6215.0,"Database for AI. Store Vectors, Images, Texts, Videos, etc. Use with LLMs/LangChain. Store, query, version, &..",112.0,32,True,2023-06-20 17:43:42,3.6.5,100.0,hub,,,,,325.0,325.0,https://pypi.org/project/hub,5586.0,5586.0,,,,,,,,2.0,,,,,,,,,,activeloopai/deeplake,,,,,
190,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-06-19 16:46:24.000000,2023-06-19 15:42:57,1052.0,16.0,341.0,81.0,495.0,45.0,435.0,5185.0,A scikit-learn compatible neural network library that wraps PyTorch.,59.0,32,True,2023-05-17 10:20:33,0.13.0,13.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",885.0,885.0,https://pypi.org/project/skorch,50228.0,63759.0,https://anaconda.org/conda-forge/skorch,2023-06-16 16:09:44.770,771280.0,,,,,3.0,,,,,,,,,,,,,,,
191,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-06-16 19:25:37.799000,2023-06-14 23:28:25,3672.0,102.0,465.0,84.0,479.0,9.0,420.0,4281.0,Online machine learning in Python.,97.0,32,True,2023-05-27 14:06:20,0.17.0,10.0,river,conda-forge/river,,,,319.0,319.0,https://pypi.org/project/river,13810.0,15423.0,https://anaconda.org/conda-forge/river,2023-06-16 19:25:37.799,41942.0,,,,,2.0,,,,,,,,,,,,,,,
192,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-06-22 13:33:27.000000,2023-06-22 13:13:36,5889.0,160.0,1385.0,111.0,3903.0,388.0,673.0,3912.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",285.0,32,True,2023-04-13 11:21:10,4.9.2,30.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],,,https://pypi.org/project/tensorflow-datasets,1439231.0,1440010.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,19497.0,,,,,1.0,,,,,,,,,,,,,,,
193,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-06-17 08:00:37.000000,2023-06-13 17:33:42,1047.0,22.0,499.0,117.0,721.0,212.0,951.0,3441.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",153.0,32,True,2023-04-03 16:26:24,6.3,33.0,coremltools,conda-forge/coremltools,,,,3149.0,3149.0,https://pypi.org/project/coremltools,145867.0,147500.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,49092.0,,,,,2.0,6850.0,,,,,,,,,,,,,,
194,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2023-06-22 00:19:49.173000,2023-06-21 05:20:57,420.0,12.0,574.0,81.0,215.0,73.0,381.0,3189.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,32,True,2023-06-13 05:27:17,0.7.0,15.0,implicit,conda-forge/implicit,,,,1026.0,1026.0,https://pypi.org/project/implicit,136370.0,151386.0,https://anaconda.org/conda-forge/implicit,2023-06-22 00:19:49.173,494750.0,,,,,1.0,421.0,,,,,,,,,,,,,,
195,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-06-15 21:56:32.772000,2023-06-12 17:49:04,1034.0,22.0,363.0,65.0,439.0,192.0,256.0,2735.0,A Hyperparameter Tuning Library for Keras.,56.0,32,True,2023-04-13 04:21:57,1.3.5,23.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],2424.0,2424.0,https://pypi.org/project/keras-tuner,248778.0,249701.0,https://anaconda.org/conda-forge/keras-tuner,2023-06-15 21:56:32.772,20325.0,,,,,2.0,,,,,,,,,,,,,,,
196,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-06-21 20:21:01.000000,2023-06-21 19:39:20,1160.0,47.0,181.0,25.0,319.0,87.0,103.0,2663.0,Lightning fast forecasting with statistical and econometric models.,23.0,32,True,2023-02-28 19:25:43,1.5.0,23.0,statsforecast,conda-forge/statsforecast,,,,325.0,325.0,https://pypi.org/project/statsforecast,413310.0,415979.0,https://anaconda.org/conda-forge/statsforecast,2023-06-18 08:40:58.514,40036.0,,,,,2.0,,,,,,7.0,,,,,,,,,
197,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2023-06-21 10:02:35.000000,2023-06-21 10:02:34,2876.0,12.0,656.0,79.0,812.0,213.0,600.0,2388.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",117.0,32,True,2023-04-08 06:38:26,0.1.22,12.0,pgmpy,,,,,659.0,659.0,https://pypi.org/project/pgmpy,64521.0,64528.0,,,,,,,,2.0,252.0,,,,,,,,,,,,,,
198,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-06-21 16:53:52.000000,2023-06-21 16:51:52,516.0,68.0,154.0,43.0,66.0,6.0,118.0,1863.0,a python library for doing approximate and phonetic matching of strings.,29.0,32,True,,,10.0,jellyfish,conda-forge/jellyfish,,,,6253.0,6253.0,https://pypi.org/project/jellyfish,1927038.0,1934433.0,https://anaconda.org/conda-forge/jellyfish,2023-06-16 13:23:31.461,599012.0,,,,,2.0,,,,,,,,,,,,,,,
199,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2023-06-22 13:40:03.000000,2023-06-05 08:14:53,806.0,11.0,301.0,125.0,754.0,162.0,159.0,1413.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",79.0,32,True,2023-05-26 02:36:01,0.7.5,20.0,tensorflow-model-optimization,,,,['tensorflow'],2913.0,2913.0,https://pypi.org/project/tensorflow-model-optimization,299208.0,299208.0,,,,,,,,1.0,,,,,,,,,,,,,,,
200,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-06-05 07:39:09.482000,2023-06-02 07:03:26,1146.0,1.0,325.0,64.0,563.0,215.0,340.0,1375.0,A Jupyter - Leaflet.js bridge.,83.0,32,True,2023-06-02 07:09:46,0.17.3,66.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],4586.0,4586.0,https://pypi.org/project/ipyleaflet,130461.0,187615.0,https://anaconda.org/conda-forge/ipyleaflet,2023-06-05 07:39:09.482,1029543.0,,,,,2.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,45042.0,,,,,,,,,,
201,petl,petl-developers/petl,data-pipelines,,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000,2023-06-16 13:16:58.492000,2022-11-23 19:30:21,1274.0,,181.0,49.0,196.0,77.0,370.0,1128.0,Python Extract Transform and Load Tables of Data.,59.0,32,True,2022-11-23 18:32:16,1.7.12,44.0,petl,conda-forge/petl,,http://petl.readthedocs.org,,3405.0,3405.0,https://pypi.org/project/petl,883937.0,886280.0,https://anaconda.org/conda-forge/petl,2023-06-16 13:16:58.492,189829.0,,,,,2.0,,,,,,,,,,,,,,,
202,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-06-20 22:37:13.000000,2023-06-20 22:37:12,893.0,23.0,192.0,59.0,97.0,34.0,168.0,960.0,Input pipeline framework.,27.0,32,True,2023-04-13 22:11:06,1.13.0,44.0,tensorflow-transform,,,,['tensorflow'],1383.0,1383.0,https://pypi.org/project/tensorflow-transform,728349.0,728349.0,,,,,,,,1.0,,,,,,,,,,,,,,,
203,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-05-11 07:42:20.000000,2023-05-01 17:35:06,1420.0,1.0,3610.0,778.0,1128.0,340.0,587.0,18545.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,31,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],448.0,448.0,https://pypi.org/project/magenta,3698.0,3698.0,,,,,,,,2.0,,,,,,,,,,,,,,,
204,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-06-22 12:07:52.000000,2023-06-21 13:42:01,4301.0,66.0,1609.0,170.0,507.0,28.0,579.0,12672.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",128.0,31,True,2023-06-06 07:43:09,0.14.3,57.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,22740.0,59268.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,8640.0,,,,,2.0,974597.0,,,,,,,,,,,,,,
205,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-06-06 10:02:26.000000,2023-03-28 11:49:55,2665.0,1.0,2039.0,183.0,997.0,547.0,692.0,11872.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,31,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1304.0,1304.0,https://pypi.org/project/paddlehub,6455.0,6467.0,,,,,,,,2.0,649.0,,,,,,,,,,,,,,
206,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2023-06-20 20:41:56.000000,2023-03-31 14:18:46,4635.0,18.0,3932.0,387.0,629.0,486.0,1231.0,10760.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",188.0,31,False,2022-07-22 13:50:50,3.3.8,19.0,glfw,conda-forge/glfw,,,,2.0,2.0,https://pypi.org/project/glfw,108958.0,144583.0,https://anaconda.org/conda-forge/glfw,2023-06-16 16:13:39.833,126671.0,,,,,2.0,3285893.0,,,,,,,,,,,,,,
207,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23.000,2023-06-21 09:06:28.000000,2023-06-06 09:08:21,5835.0,2.0,2811.0,235.0,1368.0,717.0,3762.0,9352.0,Open-source simulator for autonomous driving research.,153.0,31,False,2022-12-24 02:26:17,0.9.14,25.0,carla,,,,,479.0,479.0,https://pypi.org/project/carla,30243.0,30243.0,,,,,,,,2.0,,,,,,,,,,,,,,,
208,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2023-06-20 19:14:21.000000,2023-06-20 10:11:46,3445.0,71.0,713.0,131.0,144.0,100.0,873.0,9154.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",83.0,31,True,2016-02-17 09:22:48,4.0,46.0,ocrmypdf,conda-forge/ocrmypdf,,,,553.0,553.0,https://pypi.org/project/ocrmypdf,34451.0,36212.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,49315.0,,,,,2.0,,,,,,,ocrmypdf,ocrmypdf,,,,,,,
209,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-06-16 19:25:30.278000,2023-04-18 11:08:13,2759.0,1.0,1199.0,214.0,696.0,153.0,823.0,7004.0,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],458.0,458.0,https://pypi.org/project/auto-sklearn,34493.0,35153.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,17178.0,,,,,2.0,46.0,,,,,,,,,,,,,,
210,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2023-06-22 06:42:11.000000,2023-06-22 06:42:10,1211.0,17.0,888.0,126.0,265.0,342.0,282.0,6770.0,Distributed Asynchronous Hyperparameter Optimization in Python.,100.0,31,False,,,7.0,hyperopt,conda-forge/hyperopt,,,,10875.0,10875.0,https://pypi.org/project/hyperopt,1801926.0,1814260.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,703090.0,,,,,2.0,,,,,,,,,,,,,,,
211,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-06-22 11:26:31.000000,2023-06-10 12:11:08,1023.0,53.0,672.0,51.0,782.0,224.0,841.0,6013.0,A python library for user-friendly forecasting and anomaly detection on time series.,92.0,31,True,2023-04-12 13:24:46,0.24.0,35.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,304.0,304.0,https://pypi.org/project/u8darts,12920.0,14238.0,https://anaconda.org/conda-forge/u8darts-all,2023-06-16 19:27:01.303,30192.0,https://hub.docker.com/r/unit8/darts,2023-04-12 13:39:19.584706,,384.0,2.0,,,,,,,,,,,,,,,
212,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-06-16 16:07:59.111000,2020-07-15 13:46:58,1184.0,,1488.0,305.0,292.0,141.0,265.0,5033.0,Portfolio and risk analytics in Python.,59.0,31,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,825.0,825.0,https://pypi.org/project/pyfolio,11228.0,11412.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,11806.0,,,,,1.0,,,,,,,,,,,,,,,
213,huey,coleifer/huey,data-pipelines,,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000,2023-06-16 16:09:17.692000,2023-06-10 21:33:08,969.0,9.0,358.0,85.0,169.0,,578.0,4517.0,a little task queue for python.,67.0,31,True,2023-02-09 14:36:55,2.4.5,47.0,huey,conda-forge/huey,,,,1207.0,1207.0,https://pypi.org/project/huey,86550.0,87049.0,https://anaconda.org/conda-forge/huey,2023-06-16 16:09:17.692,30982.0,,,,,2.0,,,,,,,,,,,,,,,
214,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-06-22 09:10:08.000000,2023-06-13 12:45:58,1013.0,9.0,423.0,216.0,700.0,147.0,309.0,4002.0,Model interpretability and understanding for PyTorch.,102.0,31,True,2022-12-28 01:14:50,0.6.0,8.0,captum,conda-forge/captum,,,['pytorch'],1273.0,1273.0,https://pypi.org/project/captum,122532.0,123252.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,12965.0,,,,,1.0,,,,,,,,,,,,,,,
215,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2023-06-16 13:24:02.087000,2023-02-26 20:07:33,189.0,,438.0,72.0,37.0,11.0,118.0,3568.0,Missing data visualization module for Python.,18.0,31,True,2023-02-26 20:11:48,0.5.2,6.0,missingno,conda-forge/missingno,,,,11885.0,11885.0,https://pypi.org/project/missingno,449382.0,453367.0,https://anaconda.org/conda-forge/missingno,2023-06-16 13:24:02.087,282984.0,,,,,2.0,,,,,,,,,,,,,,,
