,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,maven_id,maven_url,dnf_id,yay_id,snap_id
247,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-12-22 21:09:33.000000,2022-12-22 16:58:06,1591.0,4.0,307.0,59.0,147.0,93.0,186.0,2336,A machine learning toolkit dedicated to time-series data.,40.0,30,True,2021-08-16 07:09:52,0.5.2,21.0,tslearn,conda-forge/tslearn,['sklearn'],,138270.0,660.0,660.0,https://pypi.org/project/tslearn,130151.0,https://anaconda.org/conda-forge/tslearn,2022-11-27 09:58:27.950,470904.0,2.0,,,,,,,,,,,,,,,,,,,,
248,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2023-01-03 10:50:20.000000,2023-01-03 10:50:19,2849.0,8.0,645.0,78.0,792.0,195.0,590.0,2251,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",111.0,30,True,2022-12-31 11:13:23,0.1.21,11.0,pgmpy,,,181.0,45349.0,475.0,475.0,https://pypi.org/project/pgmpy,45344.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
249,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2022-12-02 08:13:00.000000,2022-12-02 08:13:00,1311.0,74.0,255.0,37.0,254.0,19.0,120.0,2078,Shapash makes Machine Learning models transparent and understandable by everyone.,35.0,30,True,2022-10-25 11:46:09,2.2.0,20.0,shapash,,['jupyter'],,12102.0,94.0,94.0,https://pypi.org/project/shapash,12102.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
250,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,BSD-2-Clause,2010-07-09 20:41:11.000,2022-12-31 05:50:38.000000,2022-12-31 05:50:24,447.0,12.0,146.0,42.0,60.0,9.0,105.0,1769,a python library for doing approximate and phonetic matching of strings.,28.0,30,True,,,10.0,jellyfish,conda-forge/jellyfish,,,1973082.0,4802.0,4802.0,https://pypi.org/project/jellyfish,1967440.0,https://anaconda.org/conda-forge/jellyfish,2022-10-28 08:39:19.681,428852.0,2.0,,,,,,,,,,,,,,,,,,,,
251,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2022-12-30 13:07:02.000000,2022-12-19 21:36:51,342.0,9.0,224.0,48.0,282.0,164.0,159.0,1499,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,40.0,30,True,2022-09-28 22:56:14,0.7.2,15.0,tensorflow-recommenders,,['tensorflow'],,564778.0,165.0,165.0,https://pypi.org/project/tensorflow-recommenders,564778.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
252,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2022-12-19 04:59:25.000000,2022-12-19 04:59:20,786.0,9.0,284.0,125.0,723.0,155.0,156.0,1350,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",74.0,30,True,2022-07-20 20:42:08,0.7.3,18.0,tensorflow-model-optimization,,['tensorflow'],,130503.0,2390.0,2390.0,https://pypi.org/project/tensorflow-model-optimization,130503.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
253,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2022-12-10 17:26:57.000000,2022-11-06 04:16:18,1003.0,5.0,174.0,54.0,188.0,28.0,250.0,1299,A full spaCy pipeline and models for scientific/biomedical documents.,27.0,30,True,2022-09-07 00:26:19,0.5.1,8.0,scispacy,,,,68400.0,573.0,573.0,https://pypi.org/project/scispacy,68400.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
254,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2023-01-02 19:38:52.000000,2022-12-30 16:46:44,1213.0,12.0,116.0,28.0,81.0,29.0,209.0,1230,Statistical package in Python based on Pandas.,39.0,30,False,2022-12-29 22:57:18,0.5.3,38.0,pingouin,conda-forge/pingouin,,,74602.0,847.0,847.0,https://pypi.org/project/pingouin,72949.0,https://anaconda.org/conda-forge/pingouin,2022-12-30 03:59:42.755,81028.0,2.0,,,,,,,,,,,,,,,,,,,,
255,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2022-12-13 00:10:04.000000,2022-12-13 00:08:31,2870.0,13.0,252.0,35.0,36.0,2.0,434.0,1099,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,15.0,30,True,2022-12-13 00:10:04,0.32.3,100.0,ktrain,,['tensorflow'],,22886.0,367.0,367.0,https://pypi.org/project/ktrain,22886.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
256,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2023-01-05 08:23:18.000000,2022-12-28 19:11:47,1453.0,26.0,159.0,21.0,705.0,105.0,412.0,1078,Clean APIs for data cleaning. Python implementation of R package Janitor.,106.0,30,True,2022-11-12 20:42:09,0.24.0,51.0,pyjanitor,conda-forge/pyjanitor,,,37431.0,269.0,269.0,https://pypi.org/project/pyjanitor,34826.0,https://anaconda.org/conda-forge/pyjanitor,2022-10-17 18:30:36.327,151132.0,2.0,,,,,,,,,,,,,,,,,,,,
257,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2023-01-05 09:34:03.000000,2022-12-30 19:27:52,11068.0,337.0,248.0,31.0,1499.0,321.0,521.0,882,Python package for earth-observing satellite data processing.,132.0,30,False,2022-12-30 20:08:12,0.39.0,50.0,satpy,conda-forge/satpy,,,3881.0,78.0,78.0,https://pypi.org/project/satpy,1571.0,https://anaconda.org/conda-forge/satpy,2022-12-31 12:16:51.442,124766.0,3.0,,,,,,,,,,,,,,,,,,,,
258,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2022-12-29 17:07:16.000000,2022-12-29 17:07:15,546.0,29.0,78.0,23.0,382.0,230.0,352.0,694,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",39.0,30,True,2022-11-24 15:14:08,0.8.2,14.0,hvplot,conda-forge/hvplot,,,109867.0,2187.0,2187.0,https://pypi.org/project/hvplot,104443.0,https://anaconda.org/conda-forge/hvplot,2022-11-25 16:06:59.666,287524.0,2.0,,,,,,,,,,,,,,,,,,,,
259,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2023-01-03 07:07:11.000000,2022-06-10 09:12:18,238.0,,12398.0,1584.0,203.0,674.0,570.0,46935,The worlds simplest facial recognition api for Python and the command line.,54.0,29,True,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,['pytorch'],506.0,47176.0,,,https://pypi.org/project/face_recognition,46719.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,12616.0,2.0,,,,,,,,,,,,,,,,,,,,
260,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2022-12-05 18:47:40.000000,2022-12-05 18:47:36,262.0,12.0,2061.0,135.0,34.0,97.0,112.0,12560,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",17.0,29,True,2022-12-05 18:47:11,0.40.2,100.0,vit-pytorch,,['pytorch'],,18913.0,177.0,177.0,https://pypi.org/project/vit-pytorch,18913.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
261,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2023-01-04 06:19:56.000000,2023-01-04 06:19:56,556.0,4.0,2217.0,218.0,222.0,107.0,373.0,9198,A little word cloud generator in Python.,67.0,29,True,2018-07-26 17:23:44,1.5.0,10.0,wordcloud,conda-forge/wordcloud,,,819495.0,,,https://pypi.org/project/wordcloud,814806.0,https://anaconda.org/conda-forge/wordcloud,2022-08-25 22:09:30.453,361060.0,2.0,,,,,,,,,,,,,,,,,,,,
262,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154.0,,1778.0,223.0,46.0,82.0,94.0,8684,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,29,False,,,1.0,pretrainedmodels,conda-forge/pretrainedmodels,['pytorch'],,83211.0,2044.0,2044.0,https://pypi.org/project/pretrainedmodels,82671.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,16742.0,1.0,,,,,,,,,,,,,,,,,,,,
263,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2023-01-03 17:50:13.205000,2022-12-20 12:07:04,1011.0,58.0,1016.0,142.0,128.0,127.0,1075.0,6848,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,110.0,29,False,2022-12-19 23:45:33,0.7.2,14.0,pytorch3d,pytorch3d/pytorch3d,['pytorch'],,14810.0,337.0,337.0,https://pypi.org/project/pytorch3d,12561.0,https://anaconda.org/pytorch3d/pytorch3d,2023-01-03 17:50:13.205,85475.0,2.0,,,,,,,,,,,,,,,,,,,,
264,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2022-07-12 10:19:09.000000,2021-11-29 10:21:36,1194.0,,876.0,126.0,257.0,376.0,237.0,6536,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,29,False,,,7.0,hyperopt,conda-forge/hyperopt,,,1495942.0,8537.0,8537.0,https://pypi.org/project/hyperopt,1483762.0,https://anaconda.org/conda-forge/hyperopt,2022-04-30 16:43:00.797,633405.0,2.0,,,,,,,,,,,,,,,,,,,,
265,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic,https://github.com/numenta/nupic,AGPL-3.0,2013-04-05 23:14:27.000,2022-12-20 01:05:44.000000,2019-10-23 20:45:07,6625.0,,1552.0,628.0,2111.0,452.0,1338.0,6310,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",123.0,29,False,2018-06-01 15:12:12,1.0.5,47.0,nupic,,,,1150.0,114.0,114.0,https://pypi.org/project/nupic,1150.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
266,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-01-05 09:58:25.000000,2023-01-05 09:58:20,31569.0,234.0,1891.0,396.0,6392.0,,,6096,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",238.0,29,True,,,,h2o,,,,362911.0,,,https://pypi.org/project/h2o,362911.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
267,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2022-12-15 12:11:23.000000,2019-11-11 22:14:54,308.0,,1304.0,212.0,157.0,7.0,227.0,5358,Deep Reinforcement Learning for Keras.,41.0,29,False,2018-05-01 14:27:32,0.4.2,8.0,keras-rl,,['tensorflow'],,1966.0,638.0,638.0,https://pypi.org/project/keras-rl,1966.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
268,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2022-09-27 11:28:21.000000,2020-07-15 13:46:58,1184.0,,1438.0,306.0,291.0,139.0,265.0,4763,Portfolio and risk analytics in Python.,56.0,29,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,5679.0,491.0,491.0,https://pypi.org/project/pyfolio,5502.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,10472.0,2.0,,,,,,,,,,,,,,,,,,,,
269,huey,coleifer/huey,data-pipelines,,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000,2022-12-30 14:30:12.000000,2022-12-30 14:30:12,951.0,5.0,352.0,82.0,165.0,,532.0,4313,a little task queue for python.,67.0,29,True,2021-11-28 15:46:21,2.4.2,44.0,huey,conda-forge/huey,,,54397.0,1036.0,1036.0,https://pypi.org/project/huey,53902.0,https://anaconda.org/conda-forge/huey,2019-10-16 15:34:27.487,28261.0,2.0,,,,,,,,,,,,,,,,,,,,
270,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2022-11-05 20:34:08.000000,2022-07-19 05:09:29,463.0,,640.0,95.0,200.0,121.0,351.0,4221,"A Python implementation of LightFM, a hybrid recommendation algorithm.",44.0,29,True,2020-11-27 19:48:30,1.16,8.0,lightfm,conda-forge/lightfm,,,395025.0,887.0,887.0,https://pypi.org/project/lightfm,392693.0,https://anaconda.org/conda-forge/lightfm,2022-03-09 22:21:56.668,139935.0,2.0,,,,,,,,,,,,,,,,,,,,
271,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2023-01-05 11:25:29.000000,2023-01-05 11:14:16,1504.0,32.0,552.0,58.0,1638.0,112.0,1031.0,4156,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,183.0,29,True,2022-09-05 11:15:09,0.4.10,21.0,pytorch-ignite,pytorch/ignite,['pytorch'],,89373.0,,,https://pypi.org/project/pytorch-ignite,87170.0,https://anaconda.org/pytorch/ignite,2022-09-05 11:20:52.451,121214.0,3.0,,,,,,,,,,,,,,,,,,,,
272,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2023-01-02 18:52:55.000000,2022-11-30 10:00:22,1326.0,2.0,352.0,70.0,351.0,91.0,453.0,3965,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",100.0,29,True,2022-03-28 13:51:55,0.8.3,11.0,sacred,conda-forge/sacred,,,30609.0,1764.0,1764.0,https://pypi.org/project/sacred,30455.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,2158.0,2.0,,,,,,,,,,,,,,,,,,,,
273,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2022-12-20 14:51:14.000000,2022-02-27 20:46:03,186.0,,428.0,68.0,37.0,9.0,116.0,3413,Missing data visualization module for Python.,17.0,29,True,2022-02-27 20:38:13,0.5.1,5.0,missingno,conda-forge/missingno,,,413140.0,9712.0,9712.0,https://pypi.org/project/missingno,409379.0,https://anaconda.org/conda-forge/missingno,2020-02-15 10:07:41.253,248284.0,2.0,,,,,,,,,,,,,,,,,,,,
274,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-12-14 16:15:14.000000,2022-09-29 15:04:10,3545.0,,439.0,106.0,969.0,213.0,361.0,3391,Plotting library for IPython/Jupyter notebooks.,59.0,29,True,2022-09-02 15:03:28,0.12.36,58.0,bqplot,conda-forge/bqplot,['jupyter'],,133805.0,36.0,36.0,https://pypi.org/project/bqplot,116674.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1090404.0,2.0,,,,,,,,bqplot,https://www.npmjs.com/package/bqplot,3501.0,,,,,,,,,,
275,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2023-01-04 15:55:55.000000,2023-01-04 15:49:22,1032.0,9.0,318.0,65.0,1263.0,70.0,156.0,3391,A Python toolbox for performing gradient-free optimization.,49.0,29,True,2022-12-06 08:56:32,0.5.0,19.0,nevergrad,conda-forge/nevergrad,,,25523.0,420.0,420.0,https://pypi.org/project/nevergrad,24453.0,https://anaconda.org/conda-forge/nevergrad,2021-06-14 12:44:22.518,35314.0,2.0,,,,,,,,,,,,,,,,,,,,
276,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2023-01-05 13:50:54.000000,2023-01-05 09:22:41,1140.0,76.0,631.0,69.0,1391.0,243.0,548.0,3255,Probabilistic time series modeling in Python.,99.0,29,True,2023-01-03 08:51:57,0.11.7,69.0,gluonts,anaconda/gluonts,['mxnet'],,199707.0,,,https://pypi.org/project/gluonts,199692.0,https://anaconda.org/anaconda/gluonts,2021-10-14 12:53:07.201,225.0,2.0,,,,,,,,,,,,,,,,,,,,
277,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2022-12-28 16:15:26.000000,2022-12-27 23:39:36,420.0,15.0,254.0,46.0,401.0,49.0,218.0,3075,Hummingbird compiles trained ML models into tensor computation for faster inference.,36.0,29,True,2022-11-29 19:48:33,0.4.7,20.0,hummingbird-ml,conda-forge/hummingbird-ml,,203.0,34900.0,50.0,50.0,https://pypi.org/project/hummingbird-ml,34001.0,https://anaconda.org/conda-forge/hummingbird-ml,2022-11-29 23:33:18.703,19660.0,2.0,,,,,,,,,,,,,,,,,,,,
278,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-01-05 12:17:38.000000,2022-12-06 09:24:35,1001.0,71.0,569.0,54.0,868.0,82.0,658.0,3040,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",65.0,29,True,2022-11-03 12:01:17,0.6.3,16.0,mmocr,,['pytorch'],,11430.0,34.0,34.0,https://pypi.org/project/mmocr,11430.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
279,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2022-10-30 11:40:31.702000,2022-05-31 03:18:45,1556.0,,402.0,93.0,120.0,59.0,348.0,2923,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,48.0,29,True,2021-02-03 16:40:09,2.1.1,19.0,nmslib,conda-forge/nmslib,,,178463.0,728.0,728.0,https://pypi.org/project/nmslib,176167.0,https://anaconda.org/conda-forge/nmslib,2022-10-30 11:40:31.702,75780.0,2.0,,,,,,,,,,,,,,,,,,,,
280,ploomber,ploomber/ploomber,data-pipelines,,https://github.com/ploomber/ploomber,https://github.com/ploomber/ploomber,Apache-2.0,2020-01-20 20:13:06.000,2023-01-05 11:12:55.000000,2023-01-05 04:15:58,2964.0,70.0,199.0,27.0,251.0,129.0,681.0,2902,"The fastest way to build data pipelines. Develop iteratively, deploy anywhere.",71.0,29,True,,,61.0,ploomber,conda-forge/ploomber,,,13198.0,62.0,62.0,https://pypi.org/project/ploomber,10853.0,https://anaconda.org/conda-forge/ploomber,2022-12-28 03:52:31.881,44569.0,2.0,,,,,,,,,,,,,,,,,,,,
281,mrjob,Yelp/mrjob,data-pipelines,,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000,2022-10-04 01:18:49.000000,2020-11-16 22:20:52,8622.0,,579.0,111.0,921.0,205.0,1093.0,2595,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,29,False,,,13.0,mrjob,conda-forge/mrjob,,,58804.0,1166.0,1166.0,https://pypi.org/project/mrjob,52189.0,https://anaconda.org/conda-forge/mrjob,2022-02-06 18:33:13.189,502773.0,2.0,,,,,,,,,,,,,,,,,,,,
282,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-09-22 16:35:34.000000,2022-08-22 18:21:12,586.0,,541.0,75.0,72.0,53.0,158.0,2543,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,29,True,,,5.0,filterpy,conda-forge/filterpy,,,1171250.0,1978.0,1978.0,https://pypi.org/project/filterpy,1168411.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,190267.0,3.0,,,,,,,,,,,,,,,,,,,,
283,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2023-01-05 05:59:39.000000,2023-01-04 16:08:14,15086.0,613.0,278.0,33.0,1414.0,369.0,700.0,2393,"Visualize, create, and debug image and video datasets and model predictions.",68.0,29,True,2022-11-10 02:01:16,desktop-v0.24.0,57.0,fiftyone,,"['tensorflow', 'pytorch', 'jupyter']",,29677.0,,,https://pypi.org/project/fiftyone,29677.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
284,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2023-01-05 11:17:59.695000,2023-01-05 07:22:37,440.0,51.0,351.0,33.0,440.0,,,2274,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,20.0,29,True,2023-01-05 07:24:48,0.11.10,83.0,sahi,conda-forge/sahi,,11308.0,76718.0,218.0,218.0,https://pypi.org/project/sahi,74502.0,https://anaconda.org/conda-forge/sahi,2023-01-05 11:17:59.695,25884.0,2.0,,,,,,,,,,,,,,,,,,,,
285,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2022-12-22 00:51:53.000000,2022-12-21 19:51:12,2582.0,20.0,274.0,31.0,484.0,18.0,208.0,2190,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",58.0,29,True,2022-11-02 19:43:17,0.3.8,14.0,textattack,conda-forge/textattack,,,3560.0,113.0,113.0,https://pypi.org/project/textattack,3389.0,https://anaconda.org/conda-forge/textattack,2021-06-29 21:16:15.345,4810.0,2.0,,,,,,,,,,,,,,,,,,,,
286,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2023-01-05 08:57:59.000000,2023-01-05 08:57:58,882.0,55.0,162.0,25.0,685.0,69.0,273.0,2013,A python library for self-supervised learning on images.,22.0,29,True,2023-01-03 16:26:13,1.2.41,75.0,lightly,,['pytorch'],,4249.0,78.0,78.0,https://pypi.org/project/lightly,4249.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
287,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2023-01-05 14:00:06.000000,2023-01-05 14:00:06,541.0,28.0,208.0,42.0,518.0,122.0,202.0,1890,Algorithms for explaining machine learning models.,18.0,29,True,2022-09-26 10:27:18,0.8.0,26.0,alibi,,,,17534.0,215.0,215.0,https://pypi.org/project/alibi,17534.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
