,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,brew_id,apt_id,yum_id,npm_id,npm_url,npm_monthly_downloads,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
199,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-06-29 14:21:24.000000,2023-06-29 14:21:16,5905.0,167.0,1387.0,111.0,3917.0,390.0,674.0,3920,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",286.0,32,True,2023-04-13 11:21:10,4.9.2,30.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],,,https://pypi.org/project/tensorflow-datasets,1486916.0,1487708.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,19807.0,,,,,1.0,,,,,,,,,,,,,,,
200,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-06-27 22:28:44.000000,2023-06-13 17:33:42,1047.0,22.0,503.0,117.0,722.0,217.0,953.0,3453,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",153.0,32,True,2023-04-03 16:26:24,6.3,33.0,coremltools,conda-forge/coremltools,,,,3165.0,3165.0,https://pypi.org/project/coremltools,144180.0,145827.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,49435.0,,,,,2.0,7139.0,,,,,,,,,,,,,,
201,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2023-06-27 02:04:10.891000,2023-06-23 05:28:09,421.0,13.0,574.0,81.0,215.0,76.0,381.0,3202,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,32,True,2023-06-13 05:27:17,0.7.0,15.0,implicit,conda-forge/implicit,,,,1034.0,1034.0,https://pypi.org/project/implicit,130444.0,145635.0,https://anaconda.org/conda-forge/implicit,2023-06-27 02:04:10.891,500502.0,,,,,1.0,433.0,,,,,,,,,,,,,,
202,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-06-15 21:56:32.772000,2023-06-12 17:49:04,1034.0,16.0,363.0,65.0,439.0,192.0,256.0,2735,A Hyperparameter Tuning Library for Keras.,56.0,32,True,2023-04-13 04:21:57,1.3.5,23.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],2454.0,2454.0,https://pypi.org/project/keras-tuner,226805.0,227746.0,https://anaconda.org/conda-forge/keras-tuner,2023-06-15 21:56:32.772,20715.0,,,,,2.0,,,,,,,,,,,,,,,
203,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2023-06-21 10:02:35.000000,2023-06-21 10:02:34,2876.0,12.0,657.0,79.0,812.0,213.0,600.0,2390,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",117.0,32,True,2023-04-08 06:38:26,0.1.22,12.0,pgmpy,,,,,667.0,667.0,https://pypi.org/project/pgmpy,62069.0,62076.0,,,,,,,,2.0,266.0,,,,,,,,,,,,,,
204,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2023-06-01 23:13:48.000000,2023-05-22 12:29:35,12581.0,4.0,268.0,25.0,244.0,51.0,265.0,1707,Huggingface Transformers + Adapters =.,1713.0,32,True,2023-04-06 21:17:41,adapters3.2.1,14.0,adapter-transformers,,,,['huggingface'],193.0,193.0,https://pypi.org/project/adapter-transformers,17391.0,17391.0,,,,,,,,2.0,,,,,,,,,,,,,,,
205,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2023-06-28 21:32:04.000000,2023-06-28 21:31:58,807.0,12.0,302.0,125.0,755.0,164.0,159.0,1413,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",80.0,32,True,2023-05-26 02:36:01,0.7.5,20.0,tensorflow-model-optimization,,,,['tensorflow'],2931.0,2931.0,https://pypi.org/project/tensorflow-model-optimization,259668.0,259668.0,,,,,,,,1.0,,,,,,,,,,,,,,,
206,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-06-05 07:39:09.482000,2023-06-02 07:03:26,1146.0,1.0,326.0,64.0,563.0,216.0,340.0,1376,A Jupyter - Leaflet.js bridge.,83.0,32,True,2023-06-02 07:09:46,0.17.3,66.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],4631.0,4631.0,https://pypi.org/project/ipyleaflet,128674.0,191562.0,https://anaconda.org/conda-forge/ipyleaflet,2023-06-05 07:39:09.482,1033076.0,,,,,2.0,,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,50735.0,,,,,,
207,petl,petl-developers/petl,data-pipelines,,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000,2023-06-16 13:16:58.492000,2022-11-23 19:30:21,1274.0,,181.0,49.0,196.0,78.0,370.0,1129,Python Extract Transform and Load Tables of Data.,59.0,32,True,2022-11-23 18:32:16,1.7.12,44.0,petl,conda-forge/petl,,http://petl.readthedocs.org,,3412.0,3412.0,https://pypi.org/project/petl,878924.0,881298.0,https://anaconda.org/conda-forge/petl,2023-06-16 13:16:58.492,192361.0,,,,,2.0,,,,,,,,,,,,,,,
208,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-06-29 01:38:06.000000,2023-06-29 01:38:05,898.0,25.0,193.0,59.0,97.0,33.0,169.0,962,Input pipeline framework.,27.0,32,True,2023-04-13 22:11:06,1.13.0,44.0,tensorflow-transform,,,,['tensorflow'],1395.0,1395.0,https://pypi.org/project/tensorflow-transform,724001.0,724001.0,,,,,,,,1.0,,,,,,,,,,,,,,,
209,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-06-24 02:31:34.000000,2023-05-01 17:35:06,1420.0,1.0,3612.0,779.0,1129.0,340.0,588.0,18558,Magenta: Music and Art Generation with Machine Intelligence.,155.0,31,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],450.0,450.0,https://pypi.org/project/magenta,3710.0,3710.0,,,,,,,,2.0,,,,,,,,,,,,,,,
210,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23.000,2023-06-29 08:26:47.000000,2023-06-06 09:08:21,5835.0,2.0,2814.0,235.0,1368.0,728.0,3764.0,9375,Open-source simulator for autonomous driving research.,153.0,31,False,2022-12-24 02:26:17,0.9.14,25.0,carla,,,,,484.0,484.0,https://pypi.org/project/carla,28356.0,28356.0,,,,,,,,2.0,,,,,,,,,,,,,,,
211,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2023-06-20 19:14:21.000000,2023-06-20 10:11:46,3445.0,70.0,718.0,131.0,144.0,102.0,875.0,9209,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",83.0,31,True,2016-02-17 09:22:48,4.0,46.0,ocrmypdf,conda-forge/ocrmypdf,,,,557.0,557.0,https://pypi.org/project/ocrmypdf,33979.0,35764.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,49982.0,,,,,2.0,,,,ocrmypdf,ocrmypdf,,,,,,,,,,
212,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-06-16 19:25:30.278000,2023-04-18 11:08:13,2759.0,1.0,1199.0,214.0,696.0,153.0,823.0,7019,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],462.0,462.0,https://pypi.org/project/auto-sklearn,30842.0,31511.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,17401.0,,,,,2.0,49.0,,,,,,,,,,,,,,
213,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2023-06-27 05:09:47.000000,2023-06-22 06:42:10,1211.0,17.0,888.0,126.0,266.0,343.0,283.0,6776,Distributed Asynchronous Hyperparameter Optimization in Python.,100.0,31,False,,,7.0,hyperopt,conda-forge/hyperopt,,,,10956.0,10956.0,https://pypi.org/project/hyperopt,1830608.0,1842973.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,704846.0,,,,,2.0,,,,,,,,,,,,,,,
214,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-06-29 12:47:34.000000,2023-06-29 12:41:58,1027.0,50.0,678.0,51.0,791.0,227.0,850.0,6037,A python library for user-friendly forecasting and anomaly detection on time series.,93.0,31,True,2023-04-12 13:24:46,0.24.0,35.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,309.0,309.0,https://pypi.org/project/u8darts,12741.0,14084.0,https://anaconda.org/conda-forge/u8darts-all,2023-06-16 19:27:01.303,30758.0,https://hub.docker.com/r/unit8/darts,2023-04-12 13:39:19.584706,,384.0,2.0,,,,,,,,,,,,,,,
215,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-06-16 16:07:59.111000,2020-07-15 13:46:58,1184.0,,1491.0,305.0,292.0,141.0,265.0,5042,Portfolio and risk analytics in Python.,59.0,31,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,830.0,830.0,https://pypi.org/project/pyfolio,11206.0,11391.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,11869.0,,,,,1.0,,,,,,,,,,,,,,,
216,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-06-29 00:07:56.504000,2023-06-28 13:10:47,718.0,46.0,336.0,72.0,253.0,47.0,470.0,4107,Visualizer for pandas data structures.,29.0,31,True,2023-06-28 20:19:45,3.1.6,130.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",755.0,755.0,https://pypi.org/project/dtale,146248.0,152387.0,https://anaconda.org/conda-forge/dtale,2023-06-29 00:07:56.504,227156.0,,,,,2.0,,,,,,,,,,,,,,,
217,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2023-06-16 13:24:02.087000,2023-02-26 20:07:33,189.0,,440.0,72.0,37.0,11.0,118.0,3575,Missing data visualization module for Python.,18.0,31,True,2023-02-26 20:11:48,0.5.2,6.0,missingno,conda-forge/missingno,,,,11962.0,11962.0,https://pypi.org/project/missingno,466696.0,470699.0,https://anaconda.org/conda-forge/missingno,2023-06-16 13:24:02.087,284239.0,,,,,2.0,,,,,,,,,,,,,,,
218,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2023-06-29 13:31:02.000000,2023-06-13 06:10:59,1287.0,18.0,766.0,266.0,1425.0,245.0,508.0,3322,"Models, data loaders and abstractions for language processing, powered by PyTorch.",149.0,31,True,2023-05-08 19:49:25,0.15.2,24.0,torchtext,,,,['pytorch'],,,https://pypi.org/project/torchtext,689159.0,689159.0,,,,,,,,2.0,,,,,,,,,,,,,,,
219,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-06-28 06:05:30.185000,2023-02-05 22:03:50,437.0,,460.0,63.0,192.0,146.0,138.0,3150,Header-only C++/python library for fast approximate nearest neighbors.,65.0,31,True,2023-02-07 20:10:08,0.7.0,8.0,hnswlib,conda-forge/hnswlib,,,,1685.0,1685.0,https://pypi.org/project/hnswlib,973734.0,976820.0,https://anaconda.org/conda-forge/hnswlib,2023-06-28 06:05:30.185,92593.0,,,,,2.0,,,,,,,,,,,,,,,
220,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2023-06-16 16:15:58.517000,2023-05-22 17:51:35,969.0,34.0,558.0,101.0,327.0,15.0,703.0,3130,"Fast, flexible and easy to use probabilistic modelling in Python.",68.0,31,True,2023-04-16 07:29:15,1.0.0,8.0,pomegranate,conda-forge/pomegranate,,,,954.0,954.0,https://pypi.org/project/pomegranate,41633.0,44333.0,https://anaconda.org/conda-forge/pomegranate,2023-06-16 16:15:58.517,126913.0,,,,,2.0,,,,,,,,,,,,,,,
221,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2023-06-16 19:18:40.569000,2022-05-31 03:18:45,1556.0,,417.0,91.0,121.0,65.0,348.0,3085,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,48.0,31,False,2021-02-03 16:40:09,2.1.1,19.0,nmslib,conda-forge/nmslib,,,,893.0,893.0,https://pypi.org/project/nmslib,203998.0,206426.0,https://anaconda.org/conda-forge/nmslib,2023-06-16 19:18:40.569,92282.0,,,,,2.0,,,,,,,,,,,,,,,
222,zenml,zenml-io/zenml,data-pipelines,,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46.000,2023-06-29 12:22:44.000000,2023-06-20 05:15:41,5740.0,226.0,301.0,42.0,1456.0,16.0,172.0,2933,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",69.0,31,True,2023-06-19 20:38:42,0.40.3,70.0,zenml,,,,,109.0,109.0,https://pypi.org/project/zenml,5819.0,5819.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,
223,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-06-16 13:23:10.041000,2023-02-07 11:44:22,319.0,,317.0,64.0,68.0,6.0,115.0,2770,A Python Perceptual Image Hashing Module.,25.0,31,True,2021-03-25 13:49:48,4.1.0,7.0,ImageHash,conda-forge/imagehash,,,,9644.0,9644.0,https://pypi.org/project/ImageHash,1387434.0,1391443.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,316724.0,,,,,2.0,,,,,,,,,,,,,,,
224,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2023-06-29 12:46:30.000000,2023-06-29 12:46:08,1242.0,42.0,257.0,54.0,197.0,53.0,375.0,2712,STUMPY is a powerful and scalable Python library for modern time series analysis.,33.0,31,True,2022-03-31 21:21:50,1.11.1,25.0,stumpy,conda-forge/stumpy,,,,486.0,486.0,https://pypi.org/project/stumpy,157430.0,171131.0,https://anaconda.org/conda-forge/stumpy,2023-06-16 16:15:14.989,671375.0,,,,,2.0,,,,,,,,,,,,,,,
225,mrjob,Yelp/mrjob,data-pipelines,,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000,2023-06-16 13:18:55.628000,2020-11-16 22:20:52,8622.0,,573.0,112.0,921.0,205.0,1093.0,2602,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,31,False,,,13.0,mrjob,conda-forge/mrjob,,,,1319.0,1319.0,https://pypi.org/project/mrjob,82557.0,88902.0,https://anaconda.org/conda-forge/mrjob,2023-06-16 13:18:55.628,514025.0,,,,,2.0,,,,,,,,,,,,,,,
226,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2023-06-29 11:44:10.000000,2023-06-23 02:22:46,903.0,35.0,213.0,41.0,456.0,65.0,160.0,2527,JAX-based neural network library.,75.0,31,True,2022-11-16 12:15:05,0.0.9,11.0,dm-haiku,conda-forge/dm-haiku,,,,1327.0,1327.0,https://pypi.org/project/dm-haiku,152634.0,153041.0,https://anaconda.org/conda-forge/dm-haiku,2023-06-16 19:24:44.849,11414.0,,,,,3.0,,,,,,,,,,,,,,,
227,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-06-29 05:53:59.000000,2023-06-27 17:56:36,1605.0,3.0,310.0,60.0,155.0,105.0,186.0,2526,A machine learning toolkit dedicated to time-series data.,42.0,31,True,2023-01-20 13:21:39,0.5.3.2,22.0,tslearn,conda-forge/tslearn,,,['sklearn'],873.0,873.0,https://pypi.org/project/tslearn,290872.0,306319.0,https://anaconda.org/conda-forge/tslearn,2023-06-16 16:09:32.718,973183.0,,,,,2.0,,,,,,,,,,,,,,,
228,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-06-16 13:24:16.691000,2023-06-14 18:55:13,967.0,3.0,422.0,56.0,127.0,306.0,162.0,2476,A high performance implementation of HDBSCAN clustering.,82.0,31,True,2022-10-31 20:21:51,0.8.29-1,42.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],2365.0,2365.0,https://pypi.org/project/hdbscan,598322.0,617604.0,https://anaconda.org/conda-forge/hdbscan,2023-06-16 13:24:16.691,1600411.0,,,,,2.0,,,,,,,,,,,,,,,
229,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2023-06-27 12:55:41.000000,2023-06-23 08:57:01,10527.0,55.0,365.0,61.0,2732.0,975.0,2048.0,2453,"With Holoviews, your data visualizes itself.",135.0,31,True,2023-06-08 16:36:04,1.16.2,73.0,holoviews,conda-forge/holoviews,,,['jupyter'],,,https://pypi.org/project/holoviews,339871.0,355588.0,https://anaconda.org/conda-forge/holoviews,2023-06-09 08:12:22.147,1290341.0,,,,,2.0,,,,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,537.0,,,,,,
230,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2023-06-16 19:27:50.549000,2023-04-20 03:41:53,699.0,3.0,225.0,38.0,781.0,63.0,280.0,2380,PyTorch extensions for high performance and large scale training.,72.0,31,True,2022-12-11 18:09:19,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],2373.0,2373.0,https://pypi.org/project/fairscale,453305.0,460608.0,https://anaconda.org/conda-forge/fairscale,2023-06-16 19:27:50.549,138766.0,,,,,2.0,,,,,,,,,,,,,,,
231,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-06-16 13:24:52.029000,2023-05-19 10:29:59,913.0,7.0,373.0,38.0,139.0,43.0,229.0,2245,A library of sklearn compatible categorical variable encoders.,61.0,31,True,2023-05-15 21:28:45,2.6.1,18.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],826.0,826.0,https://pypi.org/project/category_encoders,1277600.0,1280334.0,https://anaconda.org/conda-forge/category_encoders,2023-06-16 13:24:52.029,226939.0,,,,,2.0,,,,,,,,,,,,,,,
232,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2023-06-29 12:04:09.000000,2023-06-28 20:10:08,2129.0,152.0,556.0,77.0,2644.0,179.0,623.0,2136,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",211.0,31,True,2023-05-08 20:03:52,2.0.2,24.0,torchaudio,,,,['pytorch'],,,https://pypi.org/project/torchaudio,970794.0,970794.0,,,,,,,,2.0,,,,,,,,,,,,,,,
233,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-06-20 15:12:19.000000,2023-04-03 00:19:55,1816.0,17.0,247.0,91.0,123.0,29.0,230.0,2076,"NLP, before and after spaCy.",35.0,31,False,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,1469.0,1469.0,https://pypi.org/project/textacy,96618.0,98423.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,131787.0,,,,,2.0,,,,,,,,,,,,,,,
234,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2023-06-25 19:04:18.173000,2023-06-22 15:43:07,3637.0,21.0,181.0,51.0,1315.0,112.0,691.0,1900,Ahead of Time compiler for numeric kernels.,70.0,31,True,,,28.0,pythran,conda-forge/pythran,,,,959.0,959.0,https://pypi.org/project/pythran,208121.0,219720.0,https://anaconda.org/conda-forge/pythran,2023-06-25 19:04:18.173,382776.0,,,,,2.0,,,,,,,,,,,,,,pythran,python-pythran
235,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2023-06-16 16:08:55.034000,2023-04-24 15:04:32,275.0,4.0,348.0,55.0,75.0,82.0,99.0,1717,Python library for interactive topic model visualization. Port of the R LDAvis package.,39.0,31,True,2023-04-23 23:49:39,3.4.1,7.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],5105.0,5105.0,https://pypi.org/project/pyldavis,313793.0,314946.0,https://anaconda.org/conda-forge/pyldavis,2023-06-16 16:08:55.034,69225.0,,,,,2.0,,,,,,,,,,,,,,,
236,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2023-06-28 23:51:10.000000,2023-06-10 14:30:23,670.0,35.0,382.0,42.0,58.0,14.0,253.0,1691,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,31,True,2023-04-07 06:00:20,1.3.6,16.0,ogb,conda-forge/ogb,,,,929.0,929.0,https://pypi.org/project/ogb,31463.0,32219.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,24979.0,,,,,2.0,,,,,,,,,,,,,,,
237,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2023-06-25 18:03:13.000000,2023-05-16 07:12:56,1025.0,20.0,191.0,53.0,195.0,28.0,263.0,1420,A full spaCy pipeline and models for scientific/biomedical documents.,29.0,31,True,2023-04-29 21:21:03,0.5.2,9.0,scispacy,,,,,719.0,719.0,https://pypi.org/project/scispacy,60912.0,60912.0,,,,,,,,2.0,,,,,,,,,,,,,,,
