,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
142,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2022-05-26 09:59:31.000000,2022-05-26 09:59:30,2722,172.0,247.0,30.0,1381.0,233.0,565.0,1286,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,91.0,33,True,2022-04-01 09:13:13,0.34.0,42.0,pyvista,conda-forge/pyvista,,,['jupyter'],758.0,758.0,https://pypi.org/project/pyvista,74577.0,79286.0,https://anaconda.org/conda-forge/pyvista,2022-04-15 21:10:01.700,169147.0,,,,,2.0,646.0,,,,,,,,,,,,,,
143,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-05-25 15:22:28.000000,2022-05-24 11:28:05,1070,75.0,308.0,64.0,505.0,178.0,301.0,1260,A Jupyter - Leaflet.js bridge.,78.0,33,True,2022-04-14 10:12:55,0.16.0,62.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],1773.0,1773.0,https://pypi.org/project/ipyleaflet,72382.0,134712.0,https://anaconda.org/conda-forge/ipyleaflet,2022-05-16 15:27:39.486,822831.0,,,,,2.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,50902.0,,,,,,,,,,
144,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2022-04-17 16:58:20.000000,2022-04-17 16:58:13,1162,30.0,182.0,29.0,35.0,6.0,130.0,1205,Simple Python interface for Graphviz.,18.0,33,True,,,12.0,graphviz,anaconda/python-graphviz,,,,31362.0,31362.0,https://pypi.org/project/graphviz,10803666.0,10804000.0,https://anaconda.org/anaconda/python-graphviz,2021-02-04 16:09:32.067,20417.0,,,,,2.0,,,,,,,,,,,,,,,
145,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2022-05-26 01:09:43.000000,2022-05-26 01:08:10,695,76.0,212.0,40.0,776.0,33.0,130.0,944,Making text a first-class citizen in TensorFlow.,87.0,33,True,2022-05-18 02:27:52,2.9.0,40.0,tensorflow-text,,,,['tensorflow'],1833.0,1833.0,https://pypi.org/project/tensorflow-text,4142446.0,4142446.0,,,,,,,,2.0,,,,,,,,,,,,,,,
146,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2022-05-25 18:36:27.000000,2022-05-25 18:36:25,788,24.0,184.0,60.0,88.0,28.0,153.0,918,Input pipeline framework.,27.0,33,True,2022-05-13 07:01:01,1.8.0,38.0,tensorflow-transform,,,,['tensorflow'],869.0,869.0,https://pypi.org/project/tensorflow-transform,3383776.0,3383776.0,,,,,,,,2.0,,,,,,,,,,,,,,,
147,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2022-05-25 20:13:43.000000,2022-05-23 16:39:41,9610,44.0,441.0,78.0,1689.0,240.0,1336.0,863,Machine learning for NeuroImaging in Python.,181.0,33,False,2022-04-13 13:12:02,0.9.1,18.0,nilearn,conda-forge/nilearn,,,['sklearn'],1541.0,1541.0,https://pypi.org/project/nilearn,20677.0,22807.0,https://anaconda.org/conda-forge/nilearn,2022-04-13 18:14:56.456,153001.0,,,,,2.0,58.0,,,,,,,,,,,,,,
148,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2022-05-25 20:48:35.000000,2022-05-25 19:12:20,9830,309.0,209.0,58.0,9861.0,33.0,1975.0,801,Scalable genomic data analysis.,79.0,33,True,2022-05-16 20:49:57,0.2.95,83.0,hail,,,,['spark'],68.0,68.0,https://pypi.org/project/hail,32980.0,32980.0,,,,,,,,2.0,,,,,,,,,,,,,,,
149,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2022-05-25 14:49:20.000000,2022-05-25 12:30:05,5539,260.0,2134.0,264.0,117.0,17.0,782.0,18807,"Visualizer for neural network, deep learning, and machine learning models.",,32,True,2022-05-21 02:38:40,5.8.1,2.0,netron,,,,"['pytorch', 'tensorflow']",7.0,7.0,https://pypi.org/project/netron,10600.0,53852.0,,,,,,,,1.0,43252.0,,,,,,,,,,,,,,
150,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-01-20 12:10:43.000000,2020-10-14 16:36:49,6226,,3991.0,1009.0,1864.0,318.0,651.0,15157,"Zipline, a Pythonic Algorithmic Trading Library.",154.0,32,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,858.0,858.0,https://pypi.org/project/zipline,2115.0,2403.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,5769.0,,,,,1.0,,,,,,,,,,,,,,,
151,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2022-05-16 09:01:04.000000,2022-04-25 06:07:07,1523,1.0,2633.0,381.0,436.0,11.0,1569.0,12370,Python Echarts Plotting Library.,30.0,32,True,,,,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],2262.0,2262.0,https://pypi.org/project/pyecharts,88931.0,88931.0,,,,,,,,2.0,,,,,,,,,,,,,,,
152,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2021-11-29 19:55:31.000000,2021-11-29 19:55:31,1571,,1102.0,359.0,1679.0,479.0,1287.0,10705,Turi Create simplifies the development of custom machine learning models.,85.0,32,True,2020-09-30 22:44:07,6.4.1,30.0,turicreate,,,,,310.0,310.0,https://pypi.org/project/turicreate,31315.0,31429.0,,,,,,,,2.0,6081.0,,,,,,,,,,,,,,
153,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2022-04-23 18:38:16.066000,2022-03-25 13:02:03,836,2.0,1003.0,329.0,248.0,37.0,307.0,9902,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,81.0,32,True,2020-09-18 16:07:34,1.17.0,19.0,annoy,conda-forge/python-annoy,,,,2084.0,2084.0,https://pypi.org/project/annoy,1291856.0,1295297.0,https://anaconda.org/conda-forge/python-annoy,2022-04-23 18:38:16.066,234031.0,,,,,2.0,,,,,,,,,,,,,,,
154,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-01-14 13:42:13.000000,2021-07-29 23:17:25,531,,1549.0,273.0,105.0,38.0,527.0,9815,Lime: Explaining the predictions of any machine learning classifier.,61.0,32,True,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,2291.0,2291.0,https://pypi.org/project/lime,498800.0,500333.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538,99646.0,,,,,1.0,,,,,,,,,,,,,,,
155,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2021-11-02 23:56:01.000000,2021-09-09 20:54:41,384,,864.0,270.0,145.0,79.0,103.0,8677,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12,0.18.0,23.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,12778.0,12778.0,https://pypi.org/project/fuzzywuzzy,6479629.0,6484841.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,364858.0,,,,,2.0,,,,,,,,,,,,,,,
156,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2022-05-20 22:10:41.000000,2022-05-20 22:10:41,2376,8.0,1439.0,296.0,406.0,243.0,603.0,8576,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,110.0,32,False,2021-01-06 15:19:33,0.11.7,27.0,tpot,conda-forge/tpot,,,['sklearn'],1445.0,1445.0,https://pypi.org/project/tpot,33575.0,35804.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,151582.0,,,,,2.0,,,,,,,,,,,,,,,
157,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2022-05-26 08:43:19.000000,2022-05-25 05:59:35,1774,89.0,1510.0,226.0,570.0,151.0,389.0,8564,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",94.0,32,True,2022-04-24 16:10:31,0.8.5,14.0,pyqlib,,,,['pytorch'],17.0,17.0,https://pypi.org/project/pyqlib,2711.0,2725.0,,,,,,,,1.0,285.0,,,,,,,,,,,,,,
158,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2022-05-24 12:48:15.000000,2022-04-15 10:20:19,2498,165.0,1618.0,146.0,796.0,429.0,642.0,7981,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy..",61.0,32,True,2021-04-16 08:20:11,2.1.0,27.0,paddlehub,,,,['paddle'],796.0,796.0,https://pypi.org/project/paddlehub,14740.0,14755.0,,,,,,,,2.0,570.0,,,,,,,,,,,,,,
159,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2022-05-25 19:23:49.000000,2022-05-25 19:23:49,9872,151.0,1704.0,364.0,2775.0,127.0,1048.0,7961,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,318.0,32,True,2022-04-06 14:28:10,9.1.0,21.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,57629.0,59391.0,https://anaconda.org/conda-forge/vowpalwabbit,2022-04-07 14:53:54.020,59910.0,,,,,2.0,,,,,,,,,,,,,,,
160,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2022-05-26 13:46:25.000000,2022-05-26 09:51:10,1596,198.0,1941.0,167.0,2611.0,686.0,2778.0,7752,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",97.0,32,True,2022-04-24 03:51:25,2.4.0,6.0,paddledet,,,,['paddle'],18.0,18.0,https://pypi.org/project/paddledet,263.0,263.0,,,,,,,,2.0,,,,,,,,,,,,,,,
161,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,MIT,2020-01-23 18:35:18.000,2022-05-25 20:53:22.000000,2022-05-25 20:53:18,964,88.0,749.0,127.0,1035.0,421.0,442.0,6795,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",105.0,32,True,2022-05-25 20:35:57,0.6.5,31.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],258.0,258.0,https://pypi.org/project/deepspeed,115874.0,116365.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-03-09 21:34:10.973494,3.0,13769.0,2.0,,,,,,,,,,,,,,,
162,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2022-04-14 10:03:51.000000,2020-12-19 01:11:23,199,,1256.0,149.0,82.0,17.0,218.0,5990,A Python implementation of global optimization with gaussian processes.,27.0,32,False,2020-05-16 16:03:51,1.2.0,7.0,bayesian-optimization,,,,,1217.0,1217.0,https://pypi.org/project/bayesian-optimization,188042.0,188043.0,,,,,,,,2.0,86.0,,,,,,,,,,,,,,
163,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2022-05-16 16:49:25.000000,2022-02-09 16:15:17,2589,,1965.0,165.0,858.0,88.0,1216.0,5608,Open Source Neural Machine Translation in PyTorch.,174.0,32,True,2021-09-14 08:48:31,2.2.0,32.0,OpenNMT-py,,,,['pytorch'],141.0,141.0,https://pypi.org/project/OpenNMT-py,19478.0,19478.0,,,,,,,,2.0,,,,,,,,,,,,,,,
164,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2022-05-19 22:22:10.000000,2022-05-19 22:22:09,896,5.0,1150.0,154.0,943.0,46.0,757.0,5201,Gluon CV Toolkit.,115.0,32,True,2021-03-09 00:20:06,0.10.0,10.0,gluoncv,,,,['mxnet'],751.0,751.0,https://pypi.org/project/gluoncv,592135.0,592135.0,,,,,,,,2.0,,,,,,,,,,,,,,,
165,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2022-05-25 19:33:38.000000,2022-05-25 19:30:50,1946,47.0,581.0,146.0,47.0,94.0,197.0,4745,Fit interpretable models. Explain blackbox machine learning.,29.0,32,True,2021-09-23 20:41:03,0.2.7,31.0,interpret,,,,['jupyter'],212.0,212.0,https://pypi.org/project/interpret,89604.0,89604.0,,,,,,,,1.0,,,,,,,,,,,,,,,
166,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2022-05-26 09:02:14.000000,2022-05-22 15:33:54,6088,93.0,765.0,108.0,691.0,142.0,524.0,4076,A PyTorch-based Speech Toolkit.,156.0,32,True,2021-12-20 04:22:27,0.5.11,5.0,speechbrain,,,,['pytorch'],177.0,177.0,https://pypi.org/project/speechbrain,9435.0,9435.0,,,,,,,,2.0,,,,,,,,,,,,,,,
167,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2022-05-26 10:39:35.000000,2022-05-26 07:18:51,17117,367.0,935.0,242.0,3465.0,377.0,863.0,3931,Building Large-Scale AI Applications for Distributed Big Data.,143.0,32,True,2022-03-09 07:47:13,2.0.0,15.0,bigdl,,,,,36.0,36.0,https://pypi.org/project/bigdl,5826.0,5826.0,,,,,,,,2.0,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,,
168,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2022-05-26 04:13:29.000000,2022-05-26 04:13:22,4810,131.0,1209.0,103.0,2974.0,345.0,617.0,3264,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",254.0,32,True,2022-01-31 15:45:29,4.5.2,21.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],,,https://pypi.org/project/tensorflow-datasets,1163495.0,1163875.0,https://anaconda.org/conda-forge/tensorflow-datasets,2021-08-17 15:33:14.368,4569.0,,,,,2.0,,,,,,,,,,,,,,,
169,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2022-05-09 10:57:49.000000,2022-05-06 23:42:49,1344,42.0,342.0,89.0,583.0,125.0,372.0,2775,Quickly and accurately render even the largest data.,47.0,32,True,2022-04-25 21:30:45,0.14.0,25.0,datashader,conda-forge/datashader,,,,1092.0,1092.0,https://pypi.org/project/datashader,44307.0,49925.0,https://anaconda.org/conda-forge/datashader,2022-04-26 20:02:47.634,303416.0,,,,,2.0,,,,,,,,,,,,,,,
170,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2022-05-18 00:40:43.000000,2022-05-02 15:37:33,3623,40.0,407.0,51.0,755.0,274.0,830.0,2765,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,93.0,32,True,2021-12-04 15:47:50,1.6.0,25.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],580.0,580.0,https://pypi.org/project/gpytorch,186662.0,187954.0,https://anaconda.org/conda-forge/gpytorch,2021-12-14 02:46:49.626,33600.0,,,,,2.0,,,,,,,,,,,,,,,
171,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2022-05-26 11:59:49.000000,2022-05-26 11:59:49,323,97.0,168.0,54.0,174.0,79.0,146.0,2499,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",44.0,32,True,2022-05-20 17:54:33,0.9.0,14.0,accelerate,conda-forge/accelerate,,,['pytorch'],522.0,522.0,https://pypi.org/project/accelerate,2261980.0,2262283.0,https://anaconda.org/conda-forge/accelerate,2022-05-23 15:44:08.879,2126.0,,,,,1.0,,,,,,,,,,,,,,,
172,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2022-05-25 10:15:03.000000,2022-05-25 10:15:03,2818,13.0,623.0,79.0,763.0,195.0,562.0,2054,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",106.0,32,True,2022-03-30 19:18:53,0.1.18,8.0,pgmpy,,,,,355.0,355.0,https://pypi.org/project/pgmpy,96789.0,96795.0,,,,,,,,2.0,152.0,,,,,,,,,,,,,,
173,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2022-05-25 17:06:13.000000,2022-05-23 22:14:32,1877,173.0,194.0,69.0,576.0,24.0,375.0,1820,Adaptive Experimentation Platform.,115.0,32,True,2022-04-26 19:55:48,0.2.5.1,26.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],279.0,279.0,https://pypi.org/project/ax-platform,145838.0,145955.0,https://anaconda.org/conda-forge/ax-platform,2022-04-27 22:01:59.917,1294.0,,,,,2.0,,,,,,,,,,,,,,,
174,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2022-05-26 12:20:54.000000,2022-05-26 12:19:45,2351,72.0,407.0,76.0,1127.0,109.0,643.0,1629,Gaussian processes in TensorFlow.,77.0,32,True,2022-05-10 10:29:01,2.5.2,37.0,gpflow,conda-forge/gpflow,,,['tensorflow'],363.0,363.0,https://pypi.org/project/gpflow,22724.0,22965.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,11586.0,,,,,2.0,,,,,,,,,,,,,,,
175,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2022-05-16 06:22:28.000000,2022-05-16 06:22:23,747,22.0,268.0,122.0,684.0,136.0,153.0,1243,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",67.0,32,True,2022-03-18 17:04:59,0.7.2,17.0,tensorflow-model-optimization,,,,['tensorflow'],1801.0,1801.0,https://pypi.org/project/tensorflow-model-optimization,165848.0,165848.0,,,,,,,,2.0,,,,,,,,,,,,,,,
176,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-04-25 15:29:23.000000,2022-04-25 15:22:20,1057,10.0,206.0,35.0,223.0,23.0,255.0,1179,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",20.0,32,True,2022-02-22 11:03:20,1.8.5,37.0,pmdarima,conda-forge/pmdarima,,,,2123.0,2123.0,https://pypi.org/project/pmdarima,1154196.0,1156245.0,https://anaconda.org/conda-forge/pmdarima,2022-02-24 09:21:50.856,38931.0,,,,,1.0,,,,,,,,,,,,,,,
177,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2022-05-18 03:24:18.727000,2022-05-17 06:11:19,1748,4.0,193.0,29.0,191.0,15.0,355.0,1174,The ctypes-based simple ImageMagick binding for Python.,98.0,32,True,2021-08-17 02:43:04,0.6.7,19.0,wand,conda-forge/wand,,,,11125.0,11125.0,https://pypi.org/project/wand,381278.0,381801.0,https://anaconda.org/conda-forge/wand,2022-05-18 03:24:18.727,11334.0,,,,,2.0,7595.0,,,,,,,,,,,,,,
178,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2022-05-20 15:17:49.000000,2022-03-01 20:04:14,1294,1.0,171.0,47.0,424.0,70.0,602.0,917,Fiona reads and writes geographic data files.,66.0,32,True,2022-02-07 17:34:18,1.8.21,40.0,fiona,conda-forge/fiona,,,,8646.0,8646.0,https://pypi.org/project/fiona,2627994.0,2666536.0,https://anaconda.org/conda-forge/fiona,2022-03-26 18:46:30.295,2852158.0,,,,,3.0,,,,,,,,,,,,,,,
179,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-05-26 12:37:00.000000,2022-05-26 12:15:37,30927,805.0,10532.0,931.0,19813.0,,,18980,Apache Flink Python API.,1535.0,31,True,,,,apache-flink,,,,,,,https://pypi.org/project/apache-flink,15979.0,15979.0,,,,,,,,3.0,,,,,,,,,,,,,,,
180,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2022-05-25 16:11:46.000000,2022-05-25 11:39:10,722,20.0,4126.0,413.0,356.0,211.0,1600.0,14474,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,151.0,31,True,2021-04-02 23:45:16,1.0,10.0,fbprophet,conda-forge/prophet,,,,,,https://pypi.org/project/fbprophet,1399463.0,1403095.0,https://anaconda.org/conda-forge/prophet,2021-08-23 03:00:23.164,47096.0,,,,,1.0,647.0,,,,,,,,,,,,,,
181,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2022-05-22 23:13:46.000000,2022-05-22 23:13:46,2045,65.0,3751.0,459.0,119.0,1034.0,863.0,11903,State-of-the-art 2D and 3D Face Analysis Project.,44.0,31,True,,,,insightface,,,,['mxnet'],162.0,162.0,https://pypi.org/project/insightface,20359.0,20359.0,,,,,,,,2.0,,,,,,,,,,,,,,,
