,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
239,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2023-05-10 15:15:44.000000,2023-05-10 11:42:58,1069.0,31.0,1102.0,140.0,138.0,163.0,1133.0,7267.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,121.0,30,False,2023-05-10 15:14:23,0.7.4,16.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],454.0,454.0,https://pypi.org/project/pytorch3d,11472.0,14223.0,https://anaconda.org/pytorch3d/pytorch3d,2023-05-10 15:02:03.519,115573.0,,,,,2.0,,,,,,,,,,,,,,,
240,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2023-04-27 00:30:18.000000,2023-04-27 00:30:18,1112.0,29.0,1132.0,100.0,563.0,584.0,504.0,7193.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,115.0,30,True,,,2.0,,conda-forge/nvidia-apex,,,['pytorch'],1663.0,1663.0,,,3414.0,https://anaconda.org/conda-forge/nvidia-apex,2023-02-28 05:36:15.003,146817.0,,,,,1.0,,,,,,,,,,,,,,,
241,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2023-04-05 12:38:19.000000,2023-03-13 12:21:37,454.0,22.0,2146.0,284.0,126.0,259.0,301.0,7150.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,30,True,2023-03-14 12:04:32,3.10.0,25.0,SpeechRecognition,conda-forge/speechrecognition,,,,,,https://pypi.org/project/SpeechRecognition,460477.0,462499.0,https://anaconda.org/conda-forge/speechrecognition,2023-03-14 13:52:07.394,163842.0,,,,,2.0,,,,,,,,,,,,,,,
242,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2023-05-09 12:55:08.000000,2023-04-29 16:37:54,1010.0,45.0,1293.0,99.0,71.0,10.0,670.0,6263.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",40.0,30,True,,,,deepface,,,,,1375.0,1375.0,https://pypi.org/project/deepface,55995.0,55995.0,,,,,,,,2.0,,,,,,,,,,,,,,,
243,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-05-11 14:30:10.000000,2023-05-10 15:09:35,31903.0,250.0,1910.0,393.0,6497.0,178.0,98.0,6257.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",242.0,30,True,,,,h2o,,,,,,,https://pypi.org/project/h2o,384559.0,384559.0,,,,,,,,2.0,,,,,,,,,,,,,,,
244,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-05-11 13:54:10.000000,2023-03-14 17:12:35,2673.0,5.0,1087.0,209.0,1016.0,54.0,572.0,6198.0,An open source library for deep learning end-to-end dialog systems and chatbots.,73.0,30,True,2023-03-14 17:15:26,1.1.1,58.0,deeppavlov,,,,['tensorflow'],340.0,340.0,https://pypi.org/project/deeppavlov,8047.0,8047.0,,,,,,,,2.0,,,,,,,,,,deeppavlov/DeepPavlov,,,,,
245,DoWhy,Microsoft/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2023-05-06 09:22:21.000000,2023-05-06 08:30:22,858.0,40.0,819.0,139.0,540.0,109.0,253.0,5874.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,74.0,30,True,2022-12-17 06:13:06,0.9.1,11.0,dowhy,conda-forge/dowhy,,,,237.0,237.0,https://pypi.org/project/dowhy,37209.0,37591.0,https://anaconda.org/conda-forge/dowhy,2022-07-19 11:17:50.796,13767.0,,,,,2.0,32.0,,,,,,,,,py-why/dowhy,,,,,
246,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2023-05-11 05:40:00.000000,2023-05-11 04:38:47,1294.0,73.0,472.0,69.0,464.0,51.0,162.0,5847.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",31.0,30,False,2023-03-28 06:37:56,2.3.1,8.0,cleanlab,conda-forge/cleanlab,,,,119.0,119.0,https://pypi.org/project/cleanlab,12944.0,13288.0,https://anaconda.org/conda-forge/cleanlab,2023-04-11 20:10:00.898,12738.0,,,,,2.0,,,,,,,,,,,,,,,
247,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-05-11 13:28:12.000000,2023-05-10 19:19:07,36548.0,311.0,677.0,138.0,7938.0,774.0,4594.0,5506.0,cuDF - GPU DataFrame Library.,255.0,30,True,2023-04-12 14:26:01,23.04.00,35.0,cudf,,,,,,,https://pypi.org/project/cudf,2192.0,2192.0,,,,,,,,1.0,,,,,,,,,,,,,,,
248,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2023-05-07 01:00:08.000000,2023-05-07 01:00:08,28658.0,117.0,1471.0,183.0,1955.0,29.0,1496.0,4397.0,"mlpack: a fast, header-only C++ machine learning library.",301.0,30,False,2023-04-27 13:26:18,4.1.0,43.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,1606.0,4057.0,https://anaconda.org/conda-forge/mlpack,2023-04-28 18:01:51.042,142196.0,,,,,3.0,,,,,,,,,,,,,,,
249,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2023-05-09 01:44:03.000000,2023-05-07 21:59:42,1575.0,56.0,581.0,58.0,1708.0,111.0,1089.0,4267.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,194.0,30,True,2023-05-01 08:23:15,0.4.12,23.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],,,https://pypi.org/project/pytorch-ignite,128608.0,130963.0,https://anaconda.org/pytorch/ignite,2023-05-01 08:26:51.879,138954.0,,,,,3.0,,,,,,,,,,,,,,,
250,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2023-05-02 06:02:12.000000,2023-05-02 05:51:57,1341.0,2.0,358.0,70.0,363.0,94.0,458.0,4038.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",104.0,30,True,2023-01-25 17:03:54,0.8.4,12.0,sacred,conda-forge/sacred,,,,2320.0,2320.0,https://pypi.org/project/sacred,36435.0,36600.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,2976.0,,,,,2.0,,,,,,,,,,,,,,,
251,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-05-02 16:02:48.394000,2023-05-01 16:01:17,695.0,30.0,332.0,72.0,248.0,43.0,467.0,4014.0,Visualizer for pandas data structures.,29.0,30,True,2023-05-01 16:05:02,2.15.2,126.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",693.0,693.0,https://pypi.org/project/dtale,201977.0,207398.0,https://anaconda.org/conda-forge/dtale,2023-05-02 16:02:48.394,211434.0,,,,,2.0,,,,,,,,,,,,,,,
252,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2023-04-24 02:58:09.000000,2023-02-17 16:34:52,3273.0,16.0,494.0,120.0,360.0,63.0,728.0,3716.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",71.0,30,True,,,12.0,dedupe,conda-forge/dedupe,,,,275.0,275.0,https://pypi.org/project/dedupe,64120.0,65915.0,https://anaconda.org/conda-forge/dedupe,2022-12-12 17:16:06.331,30519.0,,,,,2.0,,,,,,,,,,,,,,,
253,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2023-05-10 19:58:00.000000,2022-09-24 16:20:26,585.0,,754.0,84.0,190.0,88.0,399.0,3609.0,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 130+ Indicators.,45.0,30,True,2021-07-28 20:21:21,0.3.14,5.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],2978.0,2978.0,https://pypi.org/project/pandas-ta,74506.0,75211.0,https://anaconda.org/conda-forge/pandas-ta,2021-10-05 09:16:48.657,13401.0,,,,,2.0,,,,,,,,,,,,,,,
254,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-04-12 07:25:28.072000,2023-04-11 14:07:26,3641.0,17.0,442.0,104.0,1019.0,216.0,364.0,3438.0,Plotting library for IPython/Jupyter notebooks.,62.0,30,True,2023-04-11 15:00:49,0.12.39,61.0,bqplot,conda-forge/bqplot,,,['jupyter'],40.0,40.0,https://pypi.org/project/bqplot,153370.0,171670.0,https://anaconda.org/conda-forge/bqplot,2023-04-12 07:25:28.072,1152448.0,,,,,2.0,,,,bqplot,https://www.npmjs.com/package/bqplot,4581.0,,,,,,,,,
255,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2023-05-11 02:00:23.000000,2023-05-11 01:31:00,3394.0,74.0,711.0,54.0,1077.0,238.0,1015.0,3426.0,"Serve, optimize and scale PyTorch models in production.",156.0,30,True,2023-02-09 00:00:52,0.7.1,18.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],,,https://pypi.org/project/torchserve,35092.0,62853.0,https://anaconda.org/pytorch/torchserve,2023-02-08 22:25:02.720,81359.0,https://hub.docker.com/r/pytorch/torchserve,2023-02-08 22:25:16.233343,17.0,1095070.0,2.0,3603.0,,,,,,,,,,,,,,
256,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2023-05-11 05:07:36.000000,2023-05-11 05:00:44,232.0,15.0,234.0,44.0,48.0,20.0,84.0,3376.0,A simple command-line utility for querying and monitoring GPU status.,17.0,30,True,2023-04-05 14:52:44,1.1,10.0,gpustat,conda-forge/gpustat,,,,3349.0,3349.0,https://pypi.org/project/gpustat,1177350.0,1181854.0,https://anaconda.org/conda-forge/gpustat,2022-10-11 21:06:30.582,225243.0,,,,,1.0,,,,,,,,,,,,,,,
257,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2023-04-04 15:39:28.000000,2023-04-04 15:39:25,1139.0,17.0,1666.0,146.0,207.0,5.0,667.0,3319.0,A library for transfer learning by reusing parts of TensorFlow models.,103.0,30,True,2023-03-14 19:14:17,0.13.0,16.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],,,https://pypi.org/project/tensorflow-hub,2442959.0,2444316.0,https://anaconda.org/conda-forge/tensorflow-hub,2023-03-15 11:57:45.280,80092.0,,,,,2.0,,,,,,,,,,,,,,,
258,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-05-10 11:59:15.000000,2023-02-05 22:03:50,437.0,,436.0,63.0,183.0,142.0,136.0,2938.0,Header-only C++/python library for fast approximate nearest neighbors.,65.0,30,True,2023-02-07 20:10:08,0.7.0,8.0,hnswlib,conda-forge/hnswlib,,,,854.0,854.0,https://pypi.org/project/hnswlib,643918.0,646749.0,https://anaconda.org/conda-forge/hnswlib,2023-02-07 21:30:59.590,82109.0,,,,,2.0,,,,,,,,,,,,,,,
259,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-02-07 11:44:22.000000,2023-02-07 11:44:22,319.0,,318.0,63.0,68.0,6.0,115.0,2743.0,A Python Perceptual Image Hashing Module.,25.0,30,True,2021-03-25 13:49:48,4.1.0,7.0,ImageHash,conda-forge/imagehash,,,,8930.0,8930.0,https://pypi.org/project/ImageHash,1223361.0,1227262.0,https://anaconda.org/conda-forge/imagehash,2022-09-28 13:22:48.042,304334.0,,,,,2.0,,,,,,,,,,,,,,,
260,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2023-04-28 17:13:34.000000,2023-04-16 16:35:55,606.0,13.0,302.0,48.0,113.0,49.0,130.0,2504.0,A python library for decision tree visualization and model interpretation.,23.0,30,True,2023-04-16 16:37:30,2.2.1,36.0,dtreeviz,conda-forge/dtreeviz,,,,747.0,747.0,https://pypi.org/project/dtreeviz,95692.0,97165.0,https://anaconda.org/conda-forge/dtreeviz,2023-04-16 19:21:12.728,44197.0,,,,,2.0,,,,,,,,,,,,,,,
261,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2023-05-03 16:41:26.000000,2023-05-03 16:40:33,2213.0,28.0,656.0,84.0,194.0,167.0,455.0,2494.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",138.0,30,True,,,,tf-agents,,,,['tensorflow'],1148.0,1148.0,https://pypi.org/project/tf-agents,110395.0,110395.0,,,,,,,,1.0,,,,,,,,,,,,,,,
262,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-04-17 14:27:29.000000,2023-03-24 16:56:01,1602.0,3.0,308.0,60.0,151.0,103.0,186.0,2475.0,A machine learning toolkit dedicated to time-series data.,41.0,30,True,2023-01-20 13:21:39,0.5.3.2,22.0,tslearn,conda-forge/tslearn,,,['sklearn'],798.0,798.0,https://pypi.org/project/tslearn,209832.0,222559.0,https://anaconda.org/conda-forge/tslearn,2023-01-20 17:40:46.662,789096.0,,,,,2.0,,,,,,,,,,,,,,,
263,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2023-05-03 09:38:08.000000,2023-05-03 09:38:07,601.0,44.0,216.0,45.0,583.0,125.0,215.0,2025.0,Algorithms for explaining machine learning models.,18.0,30,True,2023-04-28 14:12:49,0.9.2,29.0,alibi,,,,,466.0,466.0,https://pypi.org/project/alibi,15820.0,15820.0,,,,,,,,2.0,,,,,,,,,,,,,,,
264,TFX,tensorflow/tfx,data-pipelines,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2023-05-11 10:00:23.000000,2023-05-11 05:57:58,5074.0,136.0,640.0,93.0,5048.0,87.0,752.0,1947.0,TFX is an end-to-end platform for deploying production ML pipelines.,173.0,30,True,2023-05-03 18:43:05,1.13.0,89.0,tfx,,,,['tensorflow'],,,https://pypi.org/project/tfx,164331.0,164331.0,,,,,,,,2.0,,,,,,,,,,,,,,,
265,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2023-05-08 09:35:31.781000,2023-05-04 04:49:18,3629.0,21.0,181.0,51.0,1308.0,113.0,688.0,1891.0,Ahead of Time compiler for numeric kernels.,70.0,30,True,,,27.0,pythran,conda-forge/pythran,,,,785.0,785.0,https://pypi.org/project/pythran,274224.0,280181.0,https://anaconda.org/conda-forge/pythran,2023-05-08 09:35:31.781,357454.0,,,,,2.0,,,,,,,,,,,,,,pythran,python-pythran
266,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2023-04-23 14:39:38.000000,2023-04-23 14:03:35,660.0,25.0,377.0,41.0,52.0,11.0,252.0,1658.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",29.0,30,True,2023-04-07 06:00:20,1.3.6,16.0,ogb,conda-forge/ogb,,,,801.0,801.0,https://pypi.org/project/ogb,23302.0,24023.0,https://anaconda.org/conda-forge/ogb,2023-04-07 09:47:01.451,23077.0,,,,,2.0,,,,,,,,,,,,,,,
267,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2023-05-11 01:18:29.000000,2023-05-11 01:18:26,3899.0,85.0,999.0,155.0,999.0,35.0,528.0,1585.0,Documentation and samples for ArcGIS API for Python.,88.0,30,True,2023-01-19 20:46:21,2.1.0,32.0,arcgis,,esridocker/arcgis-api-python-notebook,,,,,https://pypi.org/project/arcgis,74227.0,74440.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,2022-06-17 15:56:10.986929,40.0,9645.0,3.0,8103.0,,,,,,,,,,,,,,
268,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2023-04-27 01:10:49.000000,2023-04-27 01:10:43,355.0,3.0,229.0,47.0,297.0,196.0,174.0,1573.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,42.0,30,True,2023-02-03 02:08:24,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],212.0,212.0,https://pypi.org/project/tensorflow-recommenders,418728.0,418728.0,,,,,,,,2.0,,,,,,,,,,,,,,,
269,mleap,combust/mleap,data-pipelines,,https://github.com/combust/mleap,https://github.com/combust/mleap,Apache-2.0,2016-08-23 03:51:03.000,2023-05-09 15:25:56.000000,2023-05-09 15:25:51,1025.0,5.0,302.0,71.0,394.0,93.0,364.0,1454.0,MLeap: Deploy ML Pipelines to Production.,82.0,30,True,2023-02-24 19:29:46,0.22.0,11.0,mleap,conda-forge/mleap,,,,209.0,209.0,https://pypi.org/project/mleap,148904.0,150271.0,https://anaconda.org/conda-forge/mleap,2023-02-24 20:55:52.407,66991.0,,,,,2.0,,,,,,,,,,,,,,,
270,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2023-05-10 22:33:20.000000,2023-04-30 19:47:28,1015.0,11.0,188.0,54.0,194.0,28.0,259.0,1386.0,A full spaCy pipeline and models for scientific/biomedical documents.,27.0,30,True,2023-04-29 21:21:03,0.5.2,9.0,scispacy,,,,,688.0,688.0,https://pypi.org/project/scispacy,28373.0,28373.0,,,,,,,,2.0,,,,,,,,,,,,,,,
271,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-03-01 07:56:28.000000,2023-01-12 06:10:52,1485.0,,142.0,41.0,130.0,9.0,633.0,1131.0,A Python data analysis library that is optimized for humans instead of machines.,51.0,30,True,,,7.0,agate,conda-forge/agate,,,,1738.0,1738.0,https://pypi.org/project/agate,2835115.0,2836817.0,https://anaconda.org/conda-forge/agate,2023-01-05 00:05:13.909,127718.0,,,,,2.0,,,,,,,,,,,,,,,
272,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2023-05-11 13:14:43.000000,2023-05-11 13:10:23,1049.0,35.0,230.0,43.0,464.0,24.0,165.0,1101.0,ARCH models in Python.,34.0,30,False,2023-04-25 13:23:45,5.5.0,40.0,arch,conda-forge/arch-py,,,,935.0,935.0,https://pypi.org/project/arch,214817.0,220192.0,https://anaconda.org/conda-forge/arch-py,2023-04-25 16:21:20.294,225763.0,,,,,2.0,,,,,,,,,,,,,,,
273,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2023-05-11 11:00:57.000000,2023-05-10 14:30:25,11804.0,330.0,253.0,32.0,1579.0,342.0,554.0,917.0,Python package for earth-observing satellite data processing.,144.0,30,False,2023-05-10 14:31:06,0.42.2,56.0,satpy,conda-forge/satpy,,,,95.0,95.0,https://pypi.org/project/satpy,4612.0,7094.0,https://anaconda.org/conda-forge/satpy,2023-05-10 21:25:20.809,143974.0,,,,,3.0,,,,,,,,,,,,,,,
274,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-04-20 18:23:44.000000,2023-04-19 21:43:19,547.0,47.0,160.0,35.0,81.0,70.0,122.0,833.0,A scikit-learn based module for multi-label et. al. classification.,29.0,30,True,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1095.0,1095.0,https://pypi.org/project/scikit-multilearn,76937.0,76937.0,,,,,,,,2.0,,,,,,,,,,,,,,,
275,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2023-05-02 14:15:34.000000,2023-04-06 17:51:35,563.0,16.0,85.0,24.0,405.0,255.0,358.0,752.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",40.0,30,True,2023-03-17 11:20:17,0.8.3,15.0,hvplot,conda-forge/hvplot,,,,2861.0,2861.0,https://pypi.org/project/hvplot,120128.0,126710.0,https://anaconda.org/conda-forge/hvplot,2023-03-17 13:58:22.839,375179.0,,,,,2.0,,,,,,,,,,,,,,,
276,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2023-04-07 19:10:09.000000,2023-03-24 08:30:46,549.0,6.0,86.0,17.0,183.0,78.0,126.0,547.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",30.0,30,True,2023-02-15 15:39:02,0.12.1,15.0,soundfile,anaconda/pysoundfile,,,,20531.0,20531.0,https://pypi.org/project/soundfile,1235156.0,1235287.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,2.0,14605.0,,,,,,,,,,,,,,
277,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2023-05-09 05:45:49.000000,2023-05-08 16:34:14,272.0,7.0,2301.0,133.0,37.0,103.0,118.0,14018.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",17.0,29,True,2023-05-08 16:34:24,1.2.1,100.0,vit-pytorch,,,,['pytorch'],245.0,245.0,https://pypi.org/project/vit-pytorch,20897.0,20897.0,,,,,,,,2.0,,,,,,,,,,,,,,,
278,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000,2023-05-11 10:36:49.000000,2023-05-10 23:30:49,1846.0,416.0,1035.0,183.0,546.0,36.0,168.0,11558.0,You like pytorch? You like micrograd? You love tinygrad!.,104.0,29,True,2023-03-07 02:21:19,0.5.0,2.0,,,,,['pytorch'],14.0,14.0,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,
279,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2023-05-11 09:24:04.000000,2023-05-08 08:17:15,1920.0,21.0,1913.0,261.0,794.0,185.0,530.0,10875.0,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",115.0,29,True,2023-01-29 10:54:52,0.9.1,17.0,pyqlib,,,,['pytorch'],,,https://pypi.org/project/pyqlib,1787.0,1797.0,,,,,,,,2.0,335.0,,,,,,,,,,,,,,
